PHOENIX SUNS Media Delivery,,SYNC COMPLETE,CONTENT ERRORS,,FUSE PROGRAMMER,,,PROGRAMMING IN PROGRESS,,,HUD,,,,RETURN TO INDEX,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,LOOK IDENTIFIER #,File Name,File Version,Content Notes,Version,Bank,Slot ,Mapping #,"Mapping 
Code",File Length,Play Mode,Error Flag,Midi Button,Notes to Kerstin,General/Show Call Notes,Upversioned Date,Folder,Look,File Path,Error Flag,Format,Codec_ID,Duration,Bit Rate,Width,Height,Aspect Ratio,Frame Rate Mode,Frame Rate,Stream Size,"Audio For,at",Audio Format/Settings,Audio Codec ID,Audio Duration,Audio Channels,Audio Channel Layout,Audio Sampling Rate,Audio Bit Depth
,10_BookerIntro,100_BookerIntro_AUDIO_v01.mov,1,,1,164,100,024,AUDIO,10.2s,,-,,,,,164_PHX_Video,10_BookerIntro,\164_PHX_Video\10_BookerIntro\100_BookerIntro_AUDIO_v01.mov,-,nclc,nclc,10211,77381,16,16,1.000,CFR,29.970,2098405,PCM,Little / Signed,sowt,10211,2,L R,48000,16
,,108_BookerIntro_SCB_v01.mov,1,,1,164,108,017,SCB,10.2s,,-,,,,,164_PHX_Video,10_BookerIntro,\164_PHX_Video\10_BookerIntro\108_BookerIntro_SCB_v01.mov,-,nclc,nclc,10211,275554118,1920,1080,1.778,CFR,29.970,353682830,PCM,Little / Signed,sowt,10211,2,L R,48000,16
,11_CoachMontyIntro,110_CoachMontyIntro_AUDIO_v01.mov,1,,1,164,110,024,AUDIO,5.03s,,-,,,,,164_PHX_Video,11_CoachMontyIntro,\164_PHX_Video\11_CoachMontyIntro\110_CoachMontyIntro_AUDIO_v01.mov,-,nclc,nclc,5039,76988,16,16,1.000,CFR,29.970,1049429,PCM,Little / Signed,sowt,5039,2,L R,48000,16
,,118_CoachMontyIntro_SCB_v01.mov,1,,1,164,118,017,SCB,5.03s,,-,,,,,164_PHX_Video,11_CoachMontyIntro,\164_PHX_Video\11_CoachMontyIntro\118_CoachMontyIntro_SCB_v01.mov,-,nclc,nclc,5039,393696673,1920,1080,1.778,CFR,29.970,248949714,PCM,Little / Signed,sowt,5039,2,L R,48000,16
,12_KaminskyIntro,120_KaminskyIntro_AUDIO_v01.mov,1,,1,164,120,024,AUDIO,5.43s,,-,,,,,164_PHX_Video,12_KaminskyIntro,\164_PHX_Video\12_KaminskyIntro\120_KaminskyIntro_AUDIO_v01.mov,-,nclc,nclc,5439,77437,16,16,1.000,CFR,29.970,1131049,PCM,Little / Signed,sowt,5439,2,L R,48000,16
,,128_KaminskyIntro_SCB_v01.mov,1,,1,164,128,017,SCB,5.43s,,-,,,,,164_PHX_Video,12_KaminskyIntro,\164_PHX_Video\12_KaminskyIntro\128_KaminskyIntro_SCB_v01.mov,-,nclc,nclc,5439,390649189,1920,1080,1.778,CFR,29.970,266659893,PCM,Little / Signed,sowt,5439,2,L R,48000,16
,13_MooreAnthem,130_MooreAnthem_AUDIO_v01.mov,1,,1,164,130,024,AUDIO,1m53.77s,,-,,,,,164_PHX_Video,13_MooreAnthem,\164_PHX_Video\13_MooreAnthem\130_MooreAnthem_AUDIO_v01.mov,-,nclc,nclc,113881,76359,16,16,1.000,CFR,29.970,23118598,PCM,Little / Signed,sowt,113881,2,L R,48000,16
,,138_MooreAnthem_SCB_v01.mov,1,,1,164,138,017,SCB,1m53.77s,,-,,,,,164_PHX_Video,13_MooreAnthem,\164_PHX_Video\13_MooreAnthem\138_MooreAnthem_SCB_v01.mov,-,nclc,nclc,113881,242208033,1920,1080,1.778,CFR,29.970,3469879530,PCM,Little / Signed,sowt,113881,2,L R,48000,16
,14_LecqueIntro,140_LecqueIntro_AUDIO_v01.mov,1,,1,164,140,024,AUDIO,8.17s,,-,,,,,164_PHX_Video,14_LecqueIntro,\164_PHX_Video\14_LecqueIntro\140_LecqueIntro_AUDIO_v01.mov,-,nclc,nclc,8175,76726,16,16,1.000,CFR,29.970,1684773,PCM,Little / Signed,sowt,8175,2,L R,48000,16
,,148_LecqueIntro_SCB_v01.mov,1,,1,164,148,017,SCB,8.17s,,-,,,,,164_PHX_Video,14_LecqueIntro,\164_PHX_Video\14_LecqueIntro\148_LecqueIntro_SCB_v01.mov,-,nclc,nclc,8175,382554390,1920,1080,1.778,CFR,29.970,392521558,PCM,Little / Signed,sowt,8175,2,L R,48000,16
,15_BridgesIntro,150_BridgesIntro_AUDIO_v01.mov,1,,1,164,150,024,AUDIO,13s,,-,,,,,164_PHX_Video,15_BridgesIntro,\164_PHX_Video\15_BridgesIntro\150_BridgesIntro_AUDIO_v01.mov,-,nclc,nclc,13013,77391,16,16,1.000,CFR,29.970,2668352,PCM,Little / Signed,sowt,13013,2,L R,48000,16
,,158_BridgesIntro_SCB_v01.mov,1,,1,164,158,017,SCB,13s,,-,,,,,164_PHX_Video,15_BridgesIntro,\164_PHX_Video\15_BridgesIntro\158_BridgesIntro_SCB_v01.mov,-,nclc,nclc,13013,252942328,1920,1080,1.778,CFR,29.970,413985192,PCM,Little / Signed,sowt,13013,2,L R,48000,16
,17_OubreIntro,170_OubreIntro_AUDIO_v01.mov,1,,1,164,170,024,AUDIO,6.57s,,-,,,,,164_PHX_Video,17_OubreIntro,\164_PHX_Video\17_OubreIntro\170_OubreIntro_AUDIO_v01.mov,-,nclc,nclc,6574,76373,16,16,1.000,CFR,29.970,1360760,PCM,Little / Signed,sowt,6574,2,L R,48000,16
,,178_OubreIntro_SCB_v01.mov,1,,1,164,178,017,SCB,6.57s,,-,,,,,164_PHX_Video,17_OubreIntro,\164_PHX_Video\17_OubreIntro\178_OubreIntro_SCB_v01.mov,-,nclc,nclc,6574,260552306,1920,1080,1.778,CFR,29.970,215382110,PCM,Little / Signed,sowt,6574,2,L R,48000,16
165_PHX_Misc,,,,,,,,,,,,-,,,,,165_PHX_Misc,17_OubreIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,165_PHX_Misc,17_OubreIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,165_PHX_Misc,17_OubreIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,165_PHX_Misc,17_OubreIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,165_PHX_Misc,17_OubreIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,165_PHX_Misc,17_OubreIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,165_PHX_Misc,17_OubreIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,165_PHX_Misc,17_OubreIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,165_PHX_Misc,17_OubreIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,165_PHX_Misc,17_OubreIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,165_PHX_Misc,17_OubreIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,165_PHX_Misc,17_OubreIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
166_PHX_Intros_1,00_Lecque,001_Lecque_AUD_F_v01.mov,1,,1,166,001,001,AUD_F,10s,,-,,,,,166_PHX_Intros_1,00_Lecque,\166_PHX_Intros_1\00_Lecque\001_Lecque_AUD_F_v01.mov,-,nclc,nclc,10010,402488435,10160,1600,6.350,CFR,29.970,506354318,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,,004_Lecque_RIB_F_v02.mov,2,,2,166,004,010,RIB_F,10s,,-,,,,7/22/2020 22:59:27,166_PHX_Intros_1,00_Lecque,\166_PHX_Intros_1\00_Lecque\004_Lecque_RIB_F_v02.mov,-,nclc,nclc,10010,50347474,9504,144,66.000,CFR,29.970,65741088,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,01_Booker,011_Booker_AUD_F_v01.mov,1,,1,166,011,001,AUD_F,10s,,-,,,,,166_PHX_Intros_1,01_Booker,\166_PHX_Intros_1\01_Booker\011_Booker_AUD_F_v01.mov,-,nclc,nclc,10010,474502262,10160,1600,6.350,CFR,29.970,596450121,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,,014_Booker_RIB_F_v02.mov,2,,2,166,014,010,RIB_F,10s,,-,,,,7/22/2020 22:59:27,166_PHX_Intros_1,01_Booker,\166_PHX_Intros_1\01_Booker\014_Booker_RIB_F_v02.mov,-,nclc,nclc,10010,57441546,9504,144,66.000,CFR,29.970,74605966,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,02_Okobo,021_Okobo_AUD_F_v01.mov,1,,1,166,021,001,AUD_F,10s,,-,,,,,166_PHX_Intros_1,02_Okobo,\166_PHX_Intros_1\02_Okobo\021_Okobo_AUD_F_v01.mov,-,nclc,nclc,10010,413712178,10160,1600,6.350,CFR,29.970,520399845,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,,024_Okobo_RIB_F_v02.mov,2,,2,166,024,010,RIB_F,10s,,-,,,,,166_PHX_Intros_1,02_Okobo,\166_PHX_Intros_1\02_Okobo\024_Okobo_RIB_F_v02.mov,-,nclc,nclc,10010,50802841,9504,144,66.000,CFR,29.970,66312670,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,03_Carter,031_Carter_AUD_F_v01.mov,1,,1,166,031,001,AUD_F,10s,,-,,,,,166_PHX_Intros_1,03_Carter,\166_PHX_Intros_1\03_Carter\031_Carter_AUD_F_v01.mov,-,nclc,nclc,10010,413423078,10160,1600,6.350,CFR,29.970,520029052,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,,034_Carter_RIB_F_v02.mov,2,,2,166,034,010,RIB_F,10s,,-,,,,,166_PHX_Intros_1,03_Carter,\166_PHX_Intros_1\03_Carter\034_Carter_RIB_F_v02.mov,-,nclc,nclc,10010,53025521,9504,144,66.000,CFR,29.970,69084745,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,04_Kaminsky,041_Kaminsky_AUD_F_v01.mov,1,,1,166,041,001,AUD_F,10s,,-,,,,,166_PHX_Intros_1,04_Kaminsky,\166_PHX_Intros_1\04_Kaminsky\041_Kaminsky_AUD_F_v01.mov,-,nclc,nclc,10010,521318795,10160,1600,6.350,CFR,29.970,655023219,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,,044_Kaminsky_RIB_F_v02.mov,2,,2,166,044,010,RIB_F,10s,,-,,,,7/22/2020 22:59:24,166_PHX_Intros_1,04_Kaminsky,\166_PHX_Intros_1\04_Kaminsky\044_Kaminsky_RIB_F_v02.mov,-,nclc,nclc,10010,65686279,9504,144,66.000,CFR,29.970,84916051,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,05_Jerome,051_Jerome_AUD_F_v01.mov,1,,1,166,051,001,AUD_F,10s,,-,,,,,166_PHX_Intros_1,05_Jerome,\166_PHX_Intros_1\05_Jerome\051_Jerome_AUD_F_v01.mov,-,nclc,nclc,10010,443699987,10160,1600,6.350,CFR,29.970,557916690,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,,054_Jerome_RIB_F_v02.mov,2,,2,166,054,010,RIB_F,10s,,-,,,,7/22/2020 22:59:24,166_PHX_Intros_1,05_Jerome,\166_PHX_Intros_1\05_Jerome\054_Jerome_RIB_F_v02.mov,-,nclc,nclc,10010,52095918,9504,144,66.000,CFR,29.970,67925197,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,06_Rubio,061_Rubio_AUD_F_v01.mov,1,,1,166,061,001,AUD_F,10s,,-,,,,,166_PHX_Intros_1,06_Rubio,\166_PHX_Intros_1\06_Rubio\061_Rubio_AUD_F_v01.mov,-,nclc,nclc,10010,409150145,10160,1600,6.350,CFR,29.970,514697047,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,,064_Rubio_RIB_F_v02.mov,2,,2,166,064,010,RIB_F,10s,,-,,,,7/22/2020 22:59:24,166_PHX_Intros_1,06_Rubio,\166_PHX_Intros_1\06_Rubio\064_Rubio_RIB_F_v02.mov,-,nclc,nclc,10010,50867239,9504,144,66.000,CFR,29.970,66398701,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,07_Diallo,071_Diallo_AUD_F_v01.mov,1,,1,166,071,001,AUD_F,10s,,-,,,,,166_PHX_Intros_1,07_Diallo,\166_PHX_Intros_1\07_Diallo\071_Diallo_AUD_F_v01.mov,-,nclc,nclc,10010,397634961,10160,1600,6.350,CFR,29.970,500275975,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,,074_Diallo_RIB_F_v02.mov,2,,2,166,074,010,RIB_F,10s,,-,,,,7/22/2020 22:59:20,166_PHX_Intros_1,07_Diallo,\166_PHX_Intros_1\07_Diallo\074_Diallo_RIB_F_v02.mov,-,nclc,nclc,10010,50726123,9504,144,66.000,CFR,29.970,66209445,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,08_Payne,081_Payne_AUD_F_v01.mov,1,,1,166,081,001,AUD_F,10s,,-,,,,,166_PHX_Intros_1,08_Payne,\166_PHX_Intros_1\08_Payne\081_Payne_AUD_F_v01.mov,-,nclc,nclc,10010,406083092,10160,1600,6.350,CFR,29.970,510857587,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,,084_Payne_RIB_F_v02.mov,2,,2,166,084,010,RIB_F,10s,,-,,,,7/22/2020 22:59:19,166_PHX_Intros_1,08_Payne,\166_PHX_Intros_1\08_Payne\084_Payne_RIB_F_v02.mov,-,nclc,nclc,10010,53806805,9504,144,66.000,CFR,29.970,70075030,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,09_Saric,091_Saric_AUD_F_v01.mov,1,,1,166,091,001,AUD_F,10s,,-,,,,,166_PHX_Intros_1,09_Saric,\166_PHX_Intros_1\09_Saric\091_Saric_AUD_F_v01.mov,-,nclc,nclc,10010,330741754,10160,1600,6.350,CFR,29.970,416590271,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,,094_Saric_RIB_F_v02.mov,2,,2,166,094,010,RIB_F,10s,,-,,,,,166_PHX_Intros_1,09_Saric,\166_PHX_Intros_1\09_Saric\094_Saric_RIB_F_v02.mov,-,nclc,nclc,10010,45373452,9504,144,66.000,CFR,29.970,59526414,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,10_Ayton,101_Ayton_AUD_F_v01.mov,1,,1,166,101,001,AUD_F,10s,,-,,,,,166_PHX_Intros_1,10_Ayton,\166_PHX_Intros_1\10_Ayton\101_Ayton_AUD_F_v01.mov,-,nclc,nclc,10010,395773941,10160,1600,6.350,CFR,29.970,497936879,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,,104_Ayton_RIB_F_v02.mov,2,,2,166,104,010,RIB_F,10s,,-,,,,,166_PHX_Intros_1,10_Ayton,\166_PHX_Intros_1\10_Ayton\104_Ayton_RIB_F_v02.mov,-,nclc,nclc,10010,53791180,9504,144,66.000,CFR,29.970,70034109,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,11_Johnson,111_Johnson_AUD_F_v01.mov,1,,1,166,111,001,AUD_F,10s,,-,,,,,166_PHX_Intros_1,11_Johnson,\166_PHX_Intros_1\11_Johnson\111_Johnson_AUD_F_v01.mov,-,nclc,nclc,10010,457580449,10160,1600,6.350,CFR,29.970,575286473,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,,114_Johnson_RIB_F_v02.mov,2,,2,166,114,010,RIB_F,10s,,-,,,,,166_PHX_Intros_1,11_Johnson,\166_PHX_Intros_1\11_Johnson\114_Johnson_RIB_F_v02.mov,-,nclc,nclc,10010,61456078,9504,144,66.000,CFR,29.970,79638946,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,12_Bridges,121_Bridges_AUD_F_v01.mov,1,,1,166,121,001,AUD_F,10s,,-,,,,,166_PHX_Intros_1,12_Bridges,\166_PHX_Intros_1\12_Bridges\121_Bridges_AUD_F_v01.mov,-,nclc,nclc,10010,441188393,10160,1600,6.350,CFR,29.970,554768633,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,,124_Bridges_RIB_F_v02.mov,2,,2,166,124,010,RIB_F,10s,,-,,,,7/22/2020 22:59:19,166_PHX_Intros_1,12_Bridges,\166_PHX_Intros_1\12_Bridges\124_Bridges_RIB_F_v02.mov,-,nclc,nclc,10010,58217229,9504,144,66.000,CFR,29.970,75578365,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,13_Owens,131_Owens_AUD_F_v01.mov,1,,1,166,131,001,AUD_F,10s,,-,,,,,166_PHX_Intros_1,13_Owens,\166_PHX_Intros_1\13_Owens\131_Owens_AUD_F_v01.mov,-,nclc,nclc,10010,396290193,10160,1600,6.350,CFR,29.970,498602388,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,,134_Owens_RIB_F_v02.mov,2,,2,166,134,010,RIB_F,10s,,-,,,,7/22/2020 22:59:19,166_PHX_Intros_1,13_Owens,\166_PHX_Intros_1\13_Owens\134_Owens_RIB_F_v02.mov,-,nclc,nclc,10010,52223845,9504,144,66.000,CFR,29.970,68092527,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,14_Baynes,141_Baynes_AUD_F_v01.mov,1,,1,166,141,001,AUD_F,10s,,-,,,,,166_PHX_Intros_1,14_Baynes,\166_PHX_Intros_1\14_Baynes\141_Baynes_AUD_F_v01.mov,-,nclc,nclc,10010,471162189,10160,1600,6.350,CFR,29.970,592269034,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,,144_Baynes_RIB_F_v02.mov,2,,2,166,144,010,RIB_F,10s,,-,,,,7/22/2020 22:59:13,166_PHX_Intros_1,14_Baynes,\166_PHX_Intros_1\14_Baynes\144_Baynes_RIB_F_v02.mov,-,nclc,nclc,10010,59292530,9504,144,66.000,CFR,29.970,76919488,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,15_Oubre,151_Oubre_AUD_F_v01.mov,1,,1,166,151,001,AUD_F,10s,,-,,,,,166_PHX_Intros_1,15_Oubre,\166_PHX_Intros_1\15_Oubre\151_Oubre_AUD_F_v01.mov,-,nclc,nclc,10010,483855147,10160,1600,6.350,CFR,29.970,608168156,PCM,Little / Signed,sowt,10010,2,L R,48000,16
,,154_Oubre_RIB_F_v02.mov,2,,2,166,154,010,RIB_F,10s,,-,,,,7/22/2020 22:59:13,166_PHX_Intros_1,15_Oubre,\166_PHX_Intros_1\15_Oubre\154_Oubre_RIB_F_v02.mov,-,nclc,nclc,10010,59962480,9504,144,66.000,CFR,29.970,77775514,PCM,Little / Signed,sowt,10010,2,L R,48000,16
167_PHX_Intros_2,00_Intro,000_Intro_AUDIO_v01.mov,1,Should we make these part of the looks and not in their own bank? -JL,1,167,000,024,AUDIO,8.3s,,-,,,,,167_PHX_Intros_2,00_Intro,\167_PHX_Intros_2\00_Intro\000_Intro_AUDIO_v01.mov,-,nclc,nclc,8309,26134,24,24,1.000,CFR,29.970,1657919,PCM,Little / Signed,sowt,8309,2,L R,48000,16
,01_Lecque,010_Lecque_AUDIO_v01.mov,1,,1,167,010,024,AUDIO,6.1s,,-,,,,,167_PHX_Intros_2,01_Lecque,\167_PHX_Intros_2\01_Lecque\010_Lecque_AUDIO_v01.mov,-,nclc,nclc,6107,18941,16,16,1.000,CFR,29.970,1219723,PCM,Little / Signed,sowt,6107,2,L R,48000,16
,02_Booker,020_Booker_AUDIO_v01.mov,1,,1,167,020,024,AUDIO,5.7s,,-,,,,,167_PHX_Intros_2,02_Booker,\167_PHX_Intros_2\02_Booker\020_Booker_AUDIO_v01.mov,-,nclc,nclc,5706,18941,16,16,1.000,CFR,29.970,1141373,PCM,Little / Signed,sowt,5706,2,L R,48000,16
,03_Jerome,030_Jerome_AUDIO_v01.mov,1,,1,167,030,024,AUDIO,5.77s,,-,,,,,167_PHX_Intros_2,03_Jerome,\167_PHX_Intros_2\03_Jerome\030_Jerome_AUDIO_v01.mov,-,nclc,nclc,5773,18941,16,16,1.000,CFR,29.970,1154421,PCM,Little / Signed,sowt,5773,2,L R,48000,16
,04_Rubio,040_Rubio_AUDIO_v01.mov,1,,1,167,040,024,AUDIO,6.23s,,-,,,,,167_PHX_Intros_2,04_Rubio,\167_PHX_Intros_2\04_Rubio\040_Rubio_AUDIO_v01.mov,-,nclc,nclc,6240,18941,16,16,1.000,CFR,29.970,1245829,PCM,Little / Signed,sowt,6240,2,L R,48000,16
,05_Diallo,050_Diallo_AUDIO_v01.mov,1,,1,167,050,024,AUDIO,4.87s,,-,,,,,167_PHX_Intros_2,05_Diallo,\167_PHX_Intros_2\05_Diallo\050_Diallo_AUDIO_v01.mov,-,nclc,nclc,4872,18941,16,16,1.000,CFR,29.970,978238,PCM,Little / Signed,sowt,4872,2,L R,48000,16
,06_Payne,060_Payne_AUDIO_v01.mov,1,,1,167,060,024,AUDIO,4.63s,,-,,,,,167_PHX_Intros_2,06_Payne,\167_PHX_Intros_2\06_Payne\060_Payne_AUDIO_v01.mov,-,nclc,nclc,4638,18941,16,16,1.000,CFR,29.970,932561,PCM,Little / Signed,sowt,4638,2,L R,48000,16
,07_Okobo,070_Okobo_AUDIO_v01.mov,1,,1,167,070,024,AUDIO,5.03s,,-,,,,,167_PHX_Intros_2,07_Okobo,\167_PHX_Intros_2\07_Okobo\070_Okobo_AUDIO_v01.mov,-,nclc,nclc,5039,18941,16,16,1.000,CFR,29.970,1010865,PCM,Little / Signed,sowt,5039,2,L R,48000,16
,08_Saric,080_Saric_AUDIO_v01.mov,1,,1,167,080,024,AUDIO,5.8s,,-,,,,,167_PHX_Intros_2,08_Saric,\167_PHX_Intros_2\08_Saric\080_Saric_AUDIO_v01.mov,-,nclc,nclc,5806,18941,16,16,1.000,CFR,29.970,1160950,PCM,Little / Signed,sowt,5806,2,L R,48000,16
,09_Ayton,090_Ayton_AUDIO_v01.mov,1,,1,167,090,024,AUDIO,6.27s,,-,,,,,167_PHX_Intros_2,09_Ayton,\167_PHX_Intros_2\09_Ayton\090_Ayton_AUDIO_v01.mov,-,nclc,nclc,6273,18941,16,16,1.000,CFR,29.970,1252352,PCM,Little / Signed,sowt,6273,2,L R,48000,16
,10_Johnson,100_Johnson_AUDIO_v01.mov,1,,1,167,100,024,AUDIO,5.73s,,-,,,,,167_PHX_Intros_2,10_Johnson,\167_PHX_Intros_2\10_Johnson\100_Johnson_AUDIO_v01.mov,-,nclc,nclc,5740,18941,16,16,1.000,CFR,29.970,1147900,PCM,Little / Signed,sowt,5740,2,L R,48000,16
,11_Bridges,110_Bridges_AUDIO_v01.mov,1,,1,167,110,024,AUDIO,5.5s,,-,,,,,167_PHX_Intros_2,11_Bridges,\167_PHX_Intros_2\11_Bridges\110_Bridges_AUDIO_v01.mov,-,nclc,nclc,5506,18941,16,16,1.000,CFR,29.970,1102223,PCM,Little / Signed,sowt,5506,2,L R,48000,16
,12_Oubre,120_Oubre_AUDIO_v01.mov,1,,1,167,120,024,AUDIO,5.2s,,-,,,,,167_PHX_Intros_2,12_Oubre,\167_PHX_Intros_2\12_Oubre\120_Oubre_AUDIO_v01.mov,-,nclc,nclc,5206,18941,16,16,1.000,CFR,29.970,1043492,PCM,Little / Signed,sowt,5206,2,L R,48000,16
,13_Carter,130_Carter_AUDIO_v01.mov,1,,1,167,130,024,AUDIO,4.97s,,-,,,,,167_PHX_Intros_2,13_Carter,\167_PHX_Intros_2\13_Carter\130_Carter_AUDIO_v01.mov,-,nclc,nclc,4972,18941,16,16,1.000,CFR,29.970,997815,PCM,Little / Signed,sowt,4972,2,L R,48000,16
,14_Owens,140_Owens_AUDIO_v01.mov,1,,1,167,140,024,AUDIO,5.63s,,-,,,,,167_PHX_Intros_2,14_Owens,\167_PHX_Intros_2\14_Owens\140_Owens_AUDIO_v01.mov,-,nclc,nclc,5639,18941,16,16,1.000,CFR,29.970,1128321,PCM,Little / Signed,sowt,5639,2,L R,48000,16
,15_Baynes,150_Baynes_AUDIO_v01.mov,1,,1,167,150,024,AUDIO,6.3s,,-,,,,,167_PHX_Intros_2,15_Baynes,\167_PHX_Intros_2\15_Baynes\150_Baynes_AUDIO_v01.mov,-,nclc,nclc,6307,18941,16,16,1.000,CFR,29.970,1258879,PCM,Little / Signed,sowt,6307,2,L R,48000,16
,16_Kaminsky,160_Kaminsky_AUDIO_v01.mov,1,,1,167,160,024,AUDIO,5.37s,,-,,,,,167_PHX_Intros_2,16_Kaminsky,\167_PHX_Intros_2\16_Kaminsky\160_Kaminsky_AUDIO_v01.mov,-,nclc,nclc,5373,18941,16,16,1.000,CFR,29.970,1076119,PCM,Little / Signed,sowt,5373,2,L R,48000,16
,17_CoachMonty,170_CoachMonty_AUDIO_v01.mov,1,,1,167,170,024,AUDIO,4.33s,,-,,,,,167_PHX_Intros_2,17_CoachMonty,\167_PHX_Intros_2\17_CoachMonty\170_CoachMonty_AUDIO_v01.mov,-,nclc,nclc,4338,18941,16,16,1.000,CFR,29.970,873834,PCM,Little / Signed,sowt,4338,2,L R,48000,16
168_PHX_Intros_3,,,,,,,,,,,,-,,,,,168_PHX_Intros_3,17_CoachMonty,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
169_PHX_CRN_ROTATE,00_SunsLogo,007_SunsLogo_CRN_v01.mov,1,,,169,007,014,CRN,0.03s,,-,,,,7/22/2020 23:04:03,169_PHX_CRN_ROTATE,00_SunsLogo,\169_PHX_CRN_ROTATE\00_SunsLogo\007_SunsLogo_CRN_v01.mov,-,nclc,nclc,34,90398391,3328,208,16.000,CFR,29.970,733071,PCM,Little / Signed,sowt,34,2,L R,48000,16
,01_ABUS,017_ABUS_CRN_v01.mov,1,,,169,017,014,CRN,0.03s,,-,,,,7/22/2020 23:04:03,169_PHX_CRN_ROTATE,01_ABUS,\169_PHX_CRN_ROTATE\01_ABUS\017_ABUS_CRN_v01.mov,-,nclc,nclc,34,22235582,3328,208,16.000,CFR,29.970,93421,-,-,-,-,-,-,-,-
,02_Annexus,027_Annexus_CRN_v01.mov,1,,,169,027,014,CRN,0.03s,,-,,,,,169_PHX_CRN_ROTATE,02_Annexus,\169_PHX_CRN_ROTATE\02_Annexus\027_Annexus_CRN_v01.mov,-,nclc,nclc,34,8125466,3328,208,16.000,CFR,29.970,34570,-,-,-,-,-,-,-,-
,03_APS,037_APS_CRN_v01.mov,1,,,169,037,014,CRN,0.03s,,-,,,,,169_PHX_CRN_ROTATE,03_APS,\169_PHX_CRN_ROTATE\03_APS\037_APS_CRN_v01.mov,-,nclc,nclc,34,73095871,3328,208,16.000,CFR,29.970,653131,-,-,-,-,-,-,-,-
,05_AZSports,057_AZ_Sports_H2_CRN_v01.mov,1,,,169,057,014,CRN,0.03s,,-,,,,7/22/2020 23:04:19,169_PHX_CRN_ROTATE,05_AZSports,\169_PHX_CRN_ROTATE\05_AZSports\057_AZ_Sports_H2_CRN_v01.mov,-,nclc,nclc,34,20386074,3328,208,16.000,CFR,29.970,85707,-,-,-,-,-,-,-,-
