NBA GENERIC Media Delivery,,SYNC COMPLETE,CONTENT ERRORS,,FUSE PROGRAMMER,,,PROGRAMMING IN PROGRESS,,,HUD,,,,RETURN TO INDEX,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,LOOK IDENTIFIER #,File Name,File Version,Notes,Version,Bank,Slot ,Mapping #,"Mapping 
Code",File Length,Play Mode,Error Flag,Loop Out Frame,Notes to Kerstin,General/Show Call Notes,Upversioned Date,Folder,Look,File Path,Error Flag,Format,Codec_ID,Duration,Bit Rate,Width,Height,Aspect Ratio,Frame Rate Mode,Frame Rate,Stream Size,"Audio For,at",Audio Format/Settings,Audio Codec ID,Audio Duration,Audio Channels,Audio Channel Layout,Audio Sampling Rate,Audio Bit Depth
,13_OKC,131_MSTeams_OKC_AUD_F_v01.mov,1,,,234,131,001,AUD_F,,,-F,,,,7/21/2020 8:38:48,234_NBA_MSTEAMS_A,13_OKC,\234_NBA_MSTEAMS_A\13_OKC\141_MSTeams_ORL_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,14_ORL,141_MSTeams_ORL_AUD_F_v01.mov,1,,,234,141,001,AUD_F,,,-F,,,,7/21/2020 8:50:23,234_NBA_MSTEAMS_A,14_ORL,\234_NBA_MSTEAMS_A\14_ORL\151_MSTeams_PHI_AUD_F_v02.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,15_PHI,151_MSTeams_PHI_AUD_F_v02.mov,2,"Missing from Visa, does it actually exist? is it a bad file?-CD Also not on Arena -MH",,234,151,001,AUD_F,,,-F,,,,7/23/2020 7:47:16,234_NBA_MSTEAMS_A,15_PHI,\234_NBA_MSTEAMS_A\15_PHI\161_MSTeams_PHX_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,16_PHX,161_MSTeams_PHX_AUD_F_v01.mov,1,,,234,161,001,AUD_F,,,-F,,,,7/21/2020 8:13:43,234_NBA_MSTEAMS_A,16_PHX,\234_NBA_MSTEAMS_A\16_PHX\171_MSTeams_POR_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,17_POR,171_MSTeams_POR_AUD_F_v01.mov,1,,,234,171,001,AUD_F,,,-F,,,,7/21/2020 8:13:44,234_NBA_MSTEAMS_A,17_POR,\234_NBA_MSTEAMS_A\17_POR\181_MSTeams_SAC_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,18_SAC,181_MSTeams_SAC_AUD_F_v01.mov,1,,,234,181,001,AUD_F,,,-F,,,,7/21/2020 8:13:45,234_NBA_MSTEAMS_A,18_SAC,\234_NBA_MSTEAMS_A\18_SAC\191_MSTeams_SAS_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,19_SAS,191_MSTeams_SAS_AUD_F_v01.mov,1,,,234,191,001,AUD_F,,,-F,,,,7/21/2020 8:25:09,234_NBA_MSTEAMS_A,19_SAS,\234_NBA_MSTEAMS_A\19_SAS\201_MSTeams_TOR_AUD_F_v02.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,20_TOR,201_MSTeams_TOR_AUD_F_v02.mov,2,,,234,201,001,AUD_F,0.03s,,-,,Broken in HP. Please re-push ,,7/23/2020 7:48:18,234_NBA_MSTEAMS_A,20_TOR,\234_NBA_MSTEAMS_A\20_TOR\201_MSTeams_TOR_AUD_F_v02.mov,-,nclc,nclc,34,2254633749,10160,1600,6.350,CFR,29.970,9404391,-,-,-,-,-,-,-,-
,21_UTA,211_MSTeams_UTA_AUD_F_v01.mov,1,,1,234,211,001,AUD_F,0.03s,,-,,,,,234_NBA_MSTEAMS_A,21_UTA,\234_NBA_MSTEAMS_A\21_UTA\211_MSTeams_UTA_AUD_F_v01.mov,-,nclc,nclc,34,1728352158,10160,1600,6.350,CFR,29.970,7209356,-,-,-,-,-,-,-,-
,22_WAS,221_MSTeams_WAS_AUD_F_v02.mov,2,,1,234,221,001,AUD_F,0.03s,,-,,Cannot find on HP servers -JL,,7/23/2020 7:49:07,234_NBA_MSTEAMS_A,22_WAS,\234_NBA_MSTEAMS_A\22_WAS\221_MSTeams_WAS_AUD_F_v02.mov,-,nclc,nclc,34,1905589703,10160,1600,6.350,CFR,29.970,7948585,-,-,-,-,-,-,-,-
235_NBA_MSTEAMSB,00_BKN,001_MSTeams_BKN_MU_AUD_F_v01.mov,1,,0,235,001,001,AUD_F,,,-F,,,,,235_NBA_MSTEAMSB,00_BKN,\235_NBA_MSTEAMSB\00_BKN\001_MSTeams_BKN_MU_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,01_BOS,011_MSTeams_BOS_MU_AUD_F_v01.mov,1,,,235,011,001,AUD_F,,,-F,,,,7/21/2020 8:25:09,235_NBA_MSTEAMSB,01_BOS,\235_NBA_MSTEAMSB\01_BOS\011_MSTeams_BOS_MU_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,02_DAL,021_MSTeams_DAL_MU_AUD_F_v01.mov,1,,,235,021,001,AUD_F,,,-F,,,,,235_NBA_MSTEAMSB,02_DAL,\235_NBA_MSTEAMSB\02_DAL\021_MSTeams_DAL_MU_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,03_DEN,031_MSTeams_DEN_MU_AUD_F_v01.mov,1,,1,235,031,001,AUD_F,,,-F,,,,,235_NBA_MSTEAMSB,03_DEN,\235_NBA_MSTEAMSB\03_DEN\031_MSTeams_DEN_MU_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,04_HOU,041_MSTeams_HOU_MU_AUD_F_v02.mov,2,,,235,041,001,AUD_F,,,-F,,,,7/23/2020 7:50:33,235_NBA_MSTEAMSB,04_HOU,\235_NBA_MSTEAMSB\04_HOU\041_MSTeams_HOU_MU_AUD_F_v02.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,05_IND,051_MSTeams_IND_MU_AUD_F_v02.mov,2,,,235,051,001,AUD_F,,,-F,,,,7/23/2020 22:36:10,235_NBA_MSTEAMSB,05_IND,\235_NBA_MSTEAMSB\05_IND\051_MSTeams_IND_MU_AUD_F_v02.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,06_LAC,061_MSTeams_LAC_MU_AUD_F_v01.mov,1,,,235,061,001,AUD_F,,,-F,,,,,235_NBA_MSTEAMSB,06_LAC,\235_NBA_MSTEAMSB\06_LAC\061_MSTeams_LAC_MU_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,07_LAL,071_MSTeams_LAL_MU_AUD_F_v01.mov,1,,,235,071,001,AUD_F,,,-F,,,,,235_NBA_MSTEAMSB,07_LAL,\235_NBA_MSTEAMSB\07_LAL\071_MSTeams_LAL_MU_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,08_MEM,081_MSTeams_MEM_MU_AUD_F_v01.mov,1,,,235,081,001,AUD_F,,,-F,,,,,235_NBA_MSTEAMSB,08_MEM,\235_NBA_MSTEAMSB\08_MEM\081_MSTeams_MEM_MU_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,09_MIA,091_MSTeams_MIA_MU_AUD_F_v01.mov,1,,,235,091,001,AUD_F,,,-F,,,,,235_NBA_MSTEAMSB,09_MIA,\235_NBA_MSTEAMSB\09_MIA\091_MSTeams_MIA_MU_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,10_MIL,101_MSTeams_MIL_MU_AUD_F_v01.mov,1,,,235,101,001,AUD_F,,,-F,,,,,235_NBA_MSTEAMSB,10_MIL,\235_NBA_MSTEAMSB\10_MIL\101_MSTeams_MIL_MU_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,12_NOP,121_MSTeams_NOP_MU_AUD_F_v02.mov,2,,,235,121,001,AUD_F,,,-F,,,,7/23/2020 7:52:11,235_NBA_MSTEAMSB,12_NOP,\235_NBA_MSTEAMSB\12_NOP\121_MSTeams_NOP_MU_AUD_F_v02.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,13_OKC,131_MSTeams_OKC_MU_AUD_F_v01.mov,1,,,235,131,001,AUD_F,,,-F,,,,,235_NBA_MSTEAMSB,13_OKC,\235_NBA_MSTEAMSB\13_OKC\131_MSTeams_OKC_MU_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,14_ORL,141_MSTeams_ORL_MU_AUD_F_v01.mov,1,,,235,141,001,AUD_F,,,-F,,,,,235_NBA_MSTEAMSB,14_ORL,\235_NBA_MSTEAMSB\14_ORL\141_MSTeams_ORL_MU_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,15_PHI,151_MSTeams_PHI_MU_AUD_F_v01.mov,1,,,235,151,001,AUD_F,,,-F,,,,,235_NBA_MSTEAMSB,15_PHI,\235_NBA_MSTEAMSB\15_PHI\151_MSTeams_PHI_MU_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,16_PHX,161_MSTeams_PHX_MU_AUD_F_v01.mov,1,,,235,161,001,AUD_F,,,-F,,,,,235_NBA_MSTEAMSB,16_PHX,\235_NBA_MSTEAMSB\16_PHX\161_MSTeams_PHX_MU_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,17_POR,171_MSTeams_POR_MU_AUD_F_v01.mov,1,,,235,171,001,AUD_F,,,-F,,,,7/21/2020 8:38:47,235_NBA_MSTEAMSB,17_POR,\235_NBA_MSTEAMSB\17_POR\171_MSTeams_POR_MU_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,18_SAC,181_MSTeams_SAC_MU_AUD_F_v01.mov,1,,,235,181,001,AUD_F,,,-F,,,,7/21/2020 8:38:48,235_NBA_MSTEAMSB,18_SAC,\235_NBA_MSTEAMSB\18_SAC\181_MSTeams_SAC_MU_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,19_SAS,191_MSTeams_SAS_MU_AUD_F_v01.mov,1,,,235,191,001,AUD_F,,,-F,,,,7/21/2020 8:38:56,235_NBA_MSTEAMSB,19_SAS,\235_NBA_MSTEAMSB\19_SAS\191_MSTeams_SAS_MU_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,20_TOR,201_MSTeams_TOR_MU_AUD_F_v01.mov,1,,,235,201,001,AUD_F,,,-F,,,,7/21/2020 8:37:47,235_NBA_MSTEAMSB,20_TOR,\235_NBA_MSTEAMSB\20_TOR\201_MSTeams_TOR_MU_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,21_UTA,211_MSTeams_UTA_MU_AUD_F_v01.mov,1,,1,235,211,001,AUD_F,,,-F,,,,,235_NBA_MSTEAMSB,21_UTA,\235_NBA_MSTEAMSB\21_UTA\211_MSTeams_UTA_MU_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,22_WAS,221_MSTeams_WAS_MU_AUD_F_v01.mov,1,,1,235,221,001,AUD_F,,,-F,,,,7/21/2020 8:37:49,235_NBA_MSTEAMSB,22_WAS,\235_NBA_MSTEAMSB\22_WAS\221_MSTeams_WAS_MU_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
236_NBA_TMMATCH_1,00_UTA_NOP,001_UTA_NOP_Test_AUD_F_v02.mov,2,,1,236,001,001,AUD_F,,,-F,,,,7/21/2020 13:40:58,236_NBA_TMMATCH_1,00_UTA_NOP,\236_NBA_TMMATCH_1\00_UTA_NOP\001_UTA_NOP_Test_AUD_F_v02.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,,008_UTA_NOP_Test_SCB_v02.mov,2,,1,236,008,017,SCB,,,-F,,,,7/21/2020 13:40:52,236_NBA_TMMATCH_1,00_UTA_NOP,\236_NBA_TMMATCH_1\00_UTA_NOP\008_UTA_NOP_Test_SCB_v02.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,01_LAC_LAL,011_LAC_LAL_AUD_F_v01.mov,1,CS says we are missing a V2 -CD,,236,011,001,AUD_F,,,-F,,,,7/21/2020 8:20:43,236_NBA_TMMATCH_1,01_LAC_LAL,\236_NBA_TMMATCH_1\01_LAC_LAL\011_LAC_LAL_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,,018_LAC_LAL_SCB_v01.mov,1,,,236,018,017,SCB,,,-F,,,,,236_NBA_TMMATCH_1,01_LAC_LAL,\236_NBA_TMMATCH_1\01_LAC_LAL\018_LAC_LAL_SCB_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,02_ORL_BKN,021_ORL_BKN_AUD_F_v01.mov,1,,,236,021,001,AUD_F,10s,,-,,,,,236_NBA_TMMATCH_1,02_ORL_BKN,\236_NBA_TMMATCH_1\02_ORL_BKN\021_ORL_BKN_AUD_F_v01.mov,-,nclc,nclc,10010,358483637,10160,1600,6.350,CFR,29.970,448556175,-,-,-,-,-,-,-,-
,,028_ORL_BKN_SCB_v01.mov,1,,,236,028,017,SCB,10s,,-,,,,,236_NBA_TMMATCH_1,02_ORL_BKN,\236_NBA_TMMATCH_1\02_ORL_BKN\028_ORL_BKN_SCB_v01.mov,-,nclc,nclc,10010,58130993,1920,1080,1.778,CFR,29.970,72738870,-,-,-,-,-,-,-,-
,03_MEM_POR,031_MEM_POR_AUD_F_v01.mov,1,,,236,031,001,AUD_F,10s,,-,,,,,236_NBA_TMMATCH_1,03_MEM_POR,\236_NBA_TMMATCH_1\03_MEM_POR\031_MEM_POR_AUD_F_v01.mov,-,nclc,nclc,10010,617740886,10160,1600,6.350,CFR,29.970,772952132,-,-,-,-,-,-,-,-
,,038_MEM_POR_SCB_v01.mov,1,,,236,038,017,SCB,10s,,-,,,,,236_NBA_TMMATCH_1,03_MEM_POR,\236_NBA_TMMATCH_1\03_MEM_POR\038_MEM_POR_SCB_v01.mov,-,nclc,nclc,10010,103880517,1920,1080,1.778,CFR,29.970,129983355,-,-,-,-,-,-,-,-
,04_PHX_WAS,041_PHX_WAS_AUD_F_v01.mov,1,,,236,041,001,AUD_F,10s,,-,,,,,236_NBA_TMMATCH_1,04_PHX_WAS,\236_NBA_TMMATCH_1\04_PHX_WAS\041_PHX_WAS_AUD_F_v01.mov,-,nclc,nclc,10010,597838889,10160,1600,6.350,CFR,29.970,748049734,-,-,-,-,-,-,-,-
,,048_PHX_WAS_SCB_v01.mov,1,,,236,048,017,SCB,10s,,-,,,,,236_NBA_TMMATCH_1,04_PHX_WAS,\236_NBA_TMMATCH_1\04_PHX_WAS\048_PHX_WAS_SCB_v01.mov,-,nclc,nclc,10010,100704115,1920,1080,1.778,CFR,29.970,126008778,-,-,-,-,-,-,-,-
,05_BOS_MIL,051_BOS_MIL_AUD_F_v01.mov,1,,,236,051,001,AUD_F,10s,,-,,,,7/21/2020 8:20:43,236_NBA_TMMATCH_1,05_BOS_MIL,\236_NBA_TMMATCH_1\05_BOS_MIL\051_BOS_MIL_AUD_F_v01.mov,-,nclc,nclc,10010,578899188,10160,1600,6.350,CFR,29.970,724351409,-,-,-,-,-,-,-,-
,,058_BOS_MIL_SCB_v01.mov,1,,,236,058,017,SCB,10s,,-,,,,,236_NBA_TMMATCH_1,05_BOS_MIL,\236_NBA_TMMATCH_1\05_BOS_MIL\058_BOS_MIL_SCB_v01.mov,-,nclc,nclc,10010,101463244,1920,1080,1.778,CFR,29.970,126958615,-,-,-,-,-,-,-,-
,06_SAC_SAS,061_SAC_SAS_AUD_F_v01.mov,1,,,236,061,001,AUD_F,10s,,-,,,,,236_NBA_TMMATCH_1,06_SAC_SAS,\236_NBA_TMMATCH_1\06_SAC_SAS\061_SAC_SAS_AUD_F_v01.mov,-,nclc,nclc,10010,324557607,10160,1600,6.350,CFR,29.970,406106188,-,-,-,-,-,-,-,-
,,068_SAC_SAS_SCB_v01.mov,1,,,236,068,017,SCB,10s,,-,,,,7/21/2020 8:20:42,236_NBA_TMMATCH_1,06_SAC_SAS,\236_NBA_TMMATCH_1\06_SAC_SAS\068_SAC_SAS_SCB_v01.mov,-,nclc,nclc,10010,57837128,1920,1080,1.778,CFR,29.970,72371195,-,-,-,-,-,-,-,-
,07_HOU_DAL,071_HOU_DAL_AUD_F_v01.mov,1,,,236,071,001,AUD_F,10s,,-,,,,,236_NBA_TMMATCH_1,07_HOU_DAL,\236_NBA_TMMATCH_1\07_HOU_DAL\071_HOU_DAL_AUD_F_v01.mov,-,nclc,nclc,10010,650267646,10160,1600,6.350,CFR,29.970,813651282,-,-,-,-,-,-,-,-
,,078_HOU_DAL_SCB_v01.mov,1,,,236,078,017,SCB,10s,,-,,,,,236_NBA_TMMATCH_1,07_HOU_DAL,\236_NBA_TMMATCH_1\07_HOU_DAL\078_HOU_DAL_SCB_v01.mov,-,nclc,nclc,10010,115491841,1920,1080,1.778,CFR,29.970,144512070,-,-,-,-,-,-,-,-
,08_MIA_DEN,081_MIA_DEN_AUD_F_v01.mov,1,,,236,081,001,AUD_F,10s,,-,,,,7/21/2020 8:20:42,236_NBA_TMMATCH_1,08_MIA_DEN,\236_NBA_TMMATCH_1\08_MIA_DEN\081_MIA_DEN_AUD_F_v01.mov,-,nclc,nclc,10010,598252879,10160,1600,6.350,CFR,29.970,748567740,-,-,-,-,-,-,-,-
,,088_MIA_DEN_SCB_v01.mov,1,,,236,088,017,SCB,10s,,-,,,,,236_NBA_TMMATCH_1,08_MIA_DEN,\236_NBA_TMMATCH_1\08_MIA_DEN\088_MIA_DEN_SCB_v01.mov,-,nclc,nclc,10010,106479633,1920,1080,1.778,CFR,29.970,133235554,-,-,-,-,-,-,-,-
,09_UTA_OKC,091_UTA_OKC_AUD_F_v01.mov,1,,,236,091,001,AUD_F,10s,,-,,,,,236_NBA_TMMATCH_1,09_UTA_OKC,\236_NBA_TMMATCH_1\09_UTA_OKC\091_UTA_OKC_AUD_F_v01.mov,-,nclc,nclc,10010,754422590,10160,1600,6.350,CFR,29.970,943975286,-,-,-,-,-,-,-,-
,,098_UTA_OKC_SCB_v01.mov,1,,,236,098,017,SCB,10s,,-,,,,,236_NBA_TMMATCH_1,09_UTA_OKC,\236_NBA_TMMATCH_1\09_UTA_OKC\098_UTA_OKC_SCB_v01.mov,-,nclc,nclc,10010,118921262,1920,1080,1.778,CFR,29.970,148803162,-,-,-,-,-,-,-,-
,10_NOP_LAC,101_NOP_LAC_AUD_F_v01.mov,1,,,236,101,001,AUD_F,10s,,-,,,,,236_NBA_TMMATCH_1,10_NOP_LAC,\236_NBA_TMMATCH_1\10_NOP_LAC\101_NOP_LAC_AUD_F_v01.mov,-,nclc,nclc,10010,659513624,10160,1600,6.350,CFR,29.970,825220323,-,-,-,-,-,-,-,-
,,108_NOP_LAC_SCB_v01.mov,1,,,236,108,017,SCB,10s,,-,,,,,236_NBA_TMMATCH_1,10_NOP_LAC,\236_NBA_TMMATCH_1\10_NOP_LAC\108_NOP_LAC_SCB_v01.mov,-,nclc,nclc,10010,105447815,1920,1080,1.778,CFR,29.970,131944418,-,-,-,-,-,-,-,-
,11_PHI_IND,111_PHI_IND_AUD_F_v02.mov,2,,,236,111,001,AUD_F,10s,,-,,,,7/21/2020 13:41:52,236_NBA_TMMATCH_1,11_PHI_IND,\236_NBA_TMMATCH_1\11_PHI_IND\111_PHI_IND_AUD_F_v02.mov,-,nclc,nclc,10010,715565190,10160,1600,6.350,CFR,29.970,895354915,-,-,-,-,-,-,-,-
,,118_PHI_IND_SCB_v02.mov,2,,,236,118,017,SCB,10s,,-,,,,7/21/2020 13:41:55,236_NBA_TMMATCH_1,11_PHI_IND,\236_NBA_TMMATCH_1\11_PHI_IND\118_PHI_IND_SCB_v02.mov,-,nclc,nclc,10010,114357976,1920,1080,1.778,CFR,29.970,143093317,-,-,-,-,-,-,-,-
,12_LAL_TOR,121_LAL_TOR_AUD_F_v01.mov,1,,,236,121,001,AUD_F,10s,,-,,,,,236_NBA_TMMATCH_1,12_LAL_TOR,\236_NBA_TMMATCH_1\12_LAL_TOR\121_LAL_TOR_AUD_F_v01.mov,-,nclc,nclc,10010,398620358,10160,1600,6.350,CFR,29.970,498777298,-,-,-,-,-,-,-,-
,,128_LAL_TOR_SCB_v01.mov,1,,,236,128,017,SCB,10s,,-,,,,7/21/2020 8:20:39,236_NBA_TMMATCH_1,12_LAL_TOR,\236_NBA_TMMATCH_1\12_LAL_TOR\128_LAL_TOR_SCB_v01.mov,-,nclc,nclc,10010,70424801,1920,1080,1.778,CFR,29.970,88121700,-,-,-,-,-,-,-,-
,13_WAS_BKN,131_WAS_BKN_AUD_F_v01.mov,1,,,236,131,001,AUD_F,10s,,-,,,,,236_NBA_TMMATCH_1,13_WAS_BKN,\236_NBA_TMMATCH_1\13_WAS_BKN\131_WAS_BKN_AUD_F_v01.mov,-,nclc,nclc,10010,349263190,10160,1600,6.350,CFR,29.970,437019080,-,-,-,-,-,-,-,-
,,138_WAS_BKN_SCB_v01.mov,1,,,236,138,017,SCB,10s,,-,,,,7/21/2020 8:20:38,236_NBA_TMMATCH_1,13_WAS_BKN,\236_NBA_TMMATCH_1\13_WAS_BKN\138_WAS_BKN_SCB_v01.mov,-,nclc,nclc,10010,57244762,1920,1080,1.778,CFR,29.970,71629968,-,-,-,-,-,-,-,-
,14_POR_BOS,141_POR_BOS_AUD_F_v01.mov,1,,,236,141,001,AUD_F,10s,,-,,,,,236_NBA_TMMATCH_1,14_POR_BOS,\236_NBA_TMMATCH_1\14_POR_BOS\141_POR_BOS_AUD_F_v01.mov,-,nclc,nclc,10010,639544505,10160,1600,6.350,CFR,29.970,800233938,-,-,-,-,-,-,-,-
,,148_POR_BOS_SCB_v01.mov,1,,,236,148,017,SCB,10s,,-,,,,7/21/2020 8:20:35,236_NBA_TMMATCH_1,14_POR_BOS,\236_NBA_TMMATCH_1\14_POR_BOS\148_POR_BOS_SCB_v01.mov,-,nclc,nclc,10010,113150921,1920,1080,1.778,CFR,29.970,141582975,-,-,-,-,-,-,-,-
,15_SAS_MEM,151_SAS_MEM_AUD_F_v01.mov,1,,,236,151,001,AUD_F,10s,,-,,,,,236_NBA_TMMATCH_1,15_SAS_MEM,\236_NBA_TMMATCH_1\15_SAS_MEM\151_SAS_MEM_AUD_F_v01.mov,-,nclc,nclc,10010,542667258,10160,1600,6.350,CFR,29.970,679016161,-,-,-,-,-,-,-,-
,,158_SAS_MEM_SCB_v01.mov,1,,,236,158,017,SCB,10s,,-,,,,7/21/2020 8:20:35,236_NBA_TMMATCH_1,15_SAS_MEM,\236_NBA_TMMATCH_1\15_SAS_MEM\158_SAS_MEM_SCB_v01.mov,-,nclc,nclc,10010,89511948,1920,1080,1.778,CFR,29.970,112004573,-,-,-,-,-,-,-,-
,16_SAC_ORL,161_SAC_ORL_AUD_F_v01.mov,1,,,236,161,001,AUD_F,10s,,-,,,,,236_NBA_TMMATCH_1,16_SAC_ORL,\236_NBA_TMMATCH_1\16_SAC_ORL\161_SAC_ORL_AUD_F_v01.mov,-,nclc,nclc,10010,629060517,10160,1600,6.350,CFR,29.970,787115835,-,-,-,-,-,-,-,-
,,168_SAC_ORL_SCB_v01.mov,1,,,236,168,017,SCB,10s,,-,,,,,236_NBA_TMMATCH_1,16_SAC_ORL,\236_NBA_TMMATCH_1\16_SAC_ORL\168_SAC_ORL_SCB_v01.mov,-,nclc,nclc,10010,103759671,1920,1080,1.778,CFR,29.970,129832150,-,-,-,-,-,-,-,-
,17_MIL_HOU,171_MIL_HOU_AUD_F_v01.mov,1,,,236,171,001,AUD_F,10s,,-,,,,7/21/2020 8:20:34,236_NBA_TMMATCH_1,17_MIL_HOU,\236_NBA_TMMATCH_1\17_MIL_HOU\171_MIL_HOU_AUD_F_v01.mov,-,nclc,nclc,10010,654901727,10160,1600,6.350,CFR,29.970,819449681,-,-,-,-,-,-,-,-
,,178_MIL_HOU_SCB_v01.mov,1,,,236,178,017,SCB,10s,,-,,,,7/21/2020 8:20:34,236_NBA_TMMATCH_1,17_MIL_HOU,\236_NBA_TMMATCH_1\17_MIL_HOU\178_MIL_HOU_SCB_v01.mov,-,nclc,nclc,10010,115862625,1920,1080,1.778,CFR,29.970,144976014,-,-,-,-,-,-,-,-
,18_DAL_PHX,181_DAL_PHX_AUD_F_v01.mov,1,,,236,181,001,AUD_F,10s,,-,,,,7/21/2020 8:32:28,236_NBA_TMMATCH_1,18_DAL_PHX,\236_NBA_TMMATCH_1\18_DAL_PHX\181_DAL_PHX_AUD_F_v01.mov,-,nclc,nclc,10010,664297107,10160,1600,6.350,CFR,29.970,831205662,-,-,-,-,-,-,-,-
,,188_DAL_PHX_SCB_v01.mov,1,,,236,188,017,SCB,10s,,-,,,,,236_NBA_TMMATCH_1,18_DAL_PHX,\236_NBA_TMMATCH_1\18_DAL_PHX\188_DAL_PHX_SCB_v01.mov,-,nclc,nclc,10010,115934338,1920,1080,1.778,CFR,29.970,145065741,-,-,-,-,-,-,-,-
,19_TOR_MIA,191_TOR_MIA_AUD_F_v01.mov,1,,,236,191,001,AUD_F,10s,,-,,,,,236_NBA_TMMATCH_1,19_TOR_MIA,\236_NBA_TMMATCH_1\19_TOR_MIA\191_TOR_MIA_AUD_F_v01.mov,-,nclc,nclc,10010,591260608,10160,1600,6.350,CFR,29.970,739818652,-,-,-,-,-,-,-,-
,,198_TOR_MIA_SCB_v01.mov,1,,,236,198,017,SCB,10s,,-,,,,,236_NBA_TMMATCH_1,19_TOR_MIA,\236_NBA_TMMATCH_1\19_TOR_MIA\198_TOR_MIA_SCB_v01.mov,-,nclc,nclc,10010,98486041,1920,1080,1.778,CFR,29.970,123233486,-,-,-,-,-,-,-,-
