BROOKLYN NETS Media Delivery,,SYNC COMPLETE,NO ERRORS,,FUSE PROGRAMMER,,,PROGRAMMING IN PROGRESS,,,HUD,,,,RETURN TO INDEX,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,LOOK IDENTIFIER #,File Name,File Version,Notes,Version,Bank,Slot ,Mapping #,"Mapping 
Code",File Length,Play Mode,Error Flag,Midi Button,Notes to Kerstin,General/Show Call Notes,Upversioned Date,Folder,Look,File Path,Error Flag,Format,Codec_ID,Duration,Bit Rate,Width,Height,Aspect Ratio,Frame Rate Mode,Frame Rate,Stream Size,"Audio For,at",Audio Format/Settings,Audio Codec ID,Audio Duration,Audio Channels,Audio Channel Layout,Audio Sampling Rate,Audio Bit Depth,
,,158_NetsvsPelicansBlack_SCB_v01.mov,1,,,012,158,017,SCB,30s,,-,,,,,012_BKN_Image_1,15_NetsvsPelicansBlack,\012_BKN_Image_1\15_NetsvsPelicansBlack\158_NetsvsPelicansBlack_SCB_v01.mov,-,nclc,nclc,30030,123232803,1920,1080,1.778,CFR,29.970,462629373,-,-,-,-,-,-,-,-,
,16_NetsvsWizardsWhite,161_NetsvsWizardsWhite_AUD_F_v01.mov,1,,1,012,161,001,AUD_F,30s,,-,,,,,012_BKN_Image_1,16_NetsvsWizardsWhite,\012_BKN_Image_1\16_NetsvsWizardsWhite\161_NetsvsWizardsWhite_AUD_F_v01.mov,-,nclc,nclc,30030,1183556146,10160,1600,6.350,CFR,29.970,4442822118,-,-,-,-,-,-,-,-,
,,164_NetsvsWizardsWhite_RIB_F_v01.mov,1,,1,012,164,010,RIB_F,30s,,-,,,,,012_BKN_Image_1,16_NetsvsWizardsWhite,\012_BKN_Image_1\16_NetsvsWizardsWhite\164_NetsvsWizardsWhite_RIB_F_v01.mov,-,nclc,nclc,30030,70244932,9504,144,66.000,CFR,29.970,263725968,-,-,-,-,-,-,-,-,
,,168_NetsvsWizardsWhite_SCB_v01.mov,1,,1,012,168,017,SCB,30s,,-,,,,,012_BKN_Image_1,16_NetsvsWizardsWhite,\012_BKN_Image_1\16_NetsvsWizardsWhite\168_NetsvsWizardsWhite_SCB_v01.mov,-,nclc,nclc,30030,153448850,1920,1080,1.778,CFR,29.970,576052995,-,-,-,-,-,-,-,-,
,17_NetsvsWizardsBlack,171_NetsvsWizardsBlack_AUD_F_v01.mov,1,,1,012,171,001,AUD_F,30s,,-,,,,,012_BKN_Image_1,17_NetsvsWizardsBlack,\012_BKN_Image_1\17_NetsvsWizardsBlack\171_NetsvsWizardsBlack_AUD_F_v01.mov,-,nclc,nclc,30030,1031453693,10160,1600,6.350,CFR,29.970,3871866969,-,-,-,-,-,-,-,-,
,,174_NetsvsWizardsBlack_RIB_F_v01.mov,1,,1,012,174,010,RIB_F,30s,,-,,,,,012_BKN_Image_1,17_NetsvsWizardsBlack,\012_BKN_Image_1\17_NetsvsWizardsBlack\174_NetsvsWizardsBlack_RIB_F_v01.mov,-,nclc,nclc,30030,68805514,9504,144,66.000,CFR,29.970,258322752,-,-,-,-,-,-,-,-,
,,178_NetsvsWizardsBlack_SCB_v01.mov,1,,1,012,178,017,SCB,30s,,-,,,,,012_BKN_Image_1,17_NetsvsWizardsBlack,\012_BKN_Image_1\17_NetsvsWizardsBlack\178_NetsvsWizardsBlack_SCB_v01.mov,-,nclc,nclc,30030,141570507,1920,1080,1.778,CFR,29.970,531464619,-,-,-,-,-,-,-,-,
013_BKN_Image_2,00_AnthemFlag,001_AnthemFlags_AUD_F_v01.mov,1,,1,013,001,001,AUD_F,30s,,-,,,,,013_BKN_Image_2,00_AnthemFlag,\013_BKN_Image_2\00_AnthemFlag\001_AnthemFlags_AUD_F_v01.mov,-,nclc,nclc,30030,770502090,10160,1600,6.350,CFR,29.970,2892318871,-,-,-,-,-,-,-,-,013_BKN_Image_2
,,004_AnthemFlags_RIB_F_v01.mov,1,,1,013,004,010,RIB_F,13s,,-,,,,,013_BKN_Image_2,00_AnthemFlag,\013_BKN_Image_2\00_AnthemFlag\004_AnthemFlags_RIB_F_v01.mov,-,nclc,nclc,13013,136448910,9504,144,66.000,CFR,29.970,221982732,-,-,-,-,-,-,-,-,
,,008_AnthemFlags_SCB_v01.mov,1,,1,013,008,017,SCB,10s,,-,,,,,013_BKN_Image_2,00_AnthemFlag,\013_BKN_Image_2\00_AnthemFlag\008_AnthemFlags_SCB_v01.mov,-,nclc,nclc,10010,279300868,1920,1080,1.778,CFR,29.970,349504685,-,-,-,-,-,-,-,-,
,01_GameStartsNowBlack,011_GameStartsNow_Black_AUD_F_v01.mov,1,,,013,011,001,AUD_F,15s,,-,,,,,013_BKN_Image_2,01_GameStartsNowBlack,\013_BKN_Image_2\01_GameStartsNowBlack\011_GameStartsNow_Black_AUD_F_v01.mov,-,nclc,nclc,15015,560452770,10160,1600,6.350,CFR,29.970,1051933655,-,-,-,-,-,-,-,-,
,,014_GameStartsNow_Black_RIB_F_v01.mov,1,,,013,014,010,RIB_F,12s,,-,,,,,013_BKN_Image_2,01_GameStartsNowBlack,\013_BKN_Image_2\01_GameStartsNowBlack\014_GameStartsNow_Black_RIB_F_v01.mov,-,nclc,nclc,12012,96158106,9504,144,66.000,CFR,29.970,144412164,-,-,-,-,-,-,-,-,
,,018_GameStartsNow_Black_SCB_v01.mov,1,,,013,018,017,SCB,15s,,-,,,,,013_BKN_Image_2,01_GameStartsNowBlack,\013_BKN_Image_2\01_GameStartsNowBlack\018_GameStartsNow_Black_SCB_v01.mov,-,nclc,nclc,15015,119159994,1920,1080,1.778,CFR,29.970,223681450,-,-,-,-,-,-,-,-,
,02_GameStartsNowWhite,021_GameStartsNow_White_AUD_F_v01.mov,1,,,013,021,001,AUD_F,15s,,-,,,,,013_BKN_Image_2,02_GameStartsNowWhite,\013_BKN_Image_2\02_GameStartsNowWhite\021_GameStartsNow_White_AUD_F_v01.mov,-,nclc,nclc,15015,563812305,10160,1600,6.350,CFR,29.970,1058239075,-,-,-,-,-,-,-,-,
,,024_GameStartsNow_White_RIB_F_v01.mov,1,,,013,024,010,RIB_F,12s,,-,,,,,013_BKN_Image_2,02_GameStartsNowWhite,\013_BKN_Image_2\02_GameStartsNowWhite\024_GameStartsNow_White_RIB_F_v01.mov,-,nclc,nclc,12012,100040236,9504,144,66.000,CFR,29.970,150241175,-,-,-,-,-,-,-,-,
,,028_GameStartsNow_White_SCB_v01.mov,1,,,013,028,017,SCB,15s,,-,,,,,013_BKN_Image_2,02_GameStartsNowWhite,\013_BKN_Image_2\02_GameStartsNowWhite\028_GameStartsNow_White_SCB_v01.mov,-,nclc,nclc,15015,119633714,1920,1080,1.778,CFR,29.970,224570549,-,-,-,-,-,-,-,-,
,03_2ndHalfStartsNowBlack,031_2ndHalfStartsNow_Black_AUD_F_v01.mov,1,,,013,031,001,AUD_F,15s,,-,,,,,013_BKN_Image_2,03_2ndHalfStartsNowBlack,\013_BKN_Image_2\03_2ndHalfStartsNowBlack\031_2ndHalfStartsNow_Black_AUD_F_v01.mov,-,nclc,nclc,15015,556964273,10160,1600,6.350,CFR,29.970,1045386173,-,-,-,-,-,-,-,-,
,,034_2ndHalfStartsNow_Black_RIB_F_v01.mov,1,,,013,034,010,RIB_F,12s,,-,,,,,013_BKN_Image_2,03_2ndHalfStartsNowBlack,\013_BKN_Image_2\03_2ndHalfStartsNowBlack\034_2ndHalfStartsNow_Black_RIB_F_v01.mov,-,nclc,nclc,12012,95875764,9504,144,66.000,CFR,29.970,143988227,-,-,-,-,-,-,-,-,
,,038_2ndHalfStartsNow_Black_SCB_v01.mov,1,,,013,038,017,SCB,15s,,-,,,,,013_BKN_Image_2,03_2ndHalfStartsNowBlack,\013_BKN_Image_2\03_2ndHalfStartsNowBlack\038_2ndHalfStartsNow_Black_SCB_v01.mov,-,nclc,nclc,15015,118251872,1920,1080,1.778,CFR,29.970,221977003,-,-,-,-,-,-,-,-,
,04_2ndHalfStartsNowWhite,041_2ndHalfStartsNow_White_AUD_F_v01.mov,1,,,013,041,001,AUD_F,15s,,-,,,,,013_BKN_Image_2,04_2ndHalfStartsNowWhite,\013_BKN_Image_2\04_2ndHalfStartsNowWhite\041_2ndHalfStartsNow_White_AUD_F_v01.mov,-,nclc,nclc,15015,560763333,10160,1600,6.350,CFR,29.970,1052516529,-,-,-,-,-,-,-,-,
,,044_2ndHalfStartsNow_White_RIB_F_v01.mov,1,,,013,044,010,RIB_F,12s,,-,,,,,013_BKN_Image_2,04_2ndHalfStartsNowWhite,\013_BKN_Image_2\04_2ndHalfStartsNowWhite\044_2ndHalfStartsNow_White_RIB_F_v01.mov,-,nclc,nclc,12012,99786195,9504,144,66.000,CFR,29.970,149859731,-,-,-,-,-,-,-,-,
,,048_2ndHalfStartsNow_White_SCB_v01.mov,1,,,013,048,017,SCB,15s,,-,,,,,013_BKN_Image_2,04_2ndHalfStartsNowWhite,\013_BKN_Image_2\04_2ndHalfStartsNowWhite\048_2ndHalfStartsNow_White_SCB_v01.mov,-,nclc,nclc,15015,118748379,1920,1080,1.778,CFR,29.970,222908885,-,-,-,-,-,-,-,-,
,05_BrooklynStrong,051_BrooklynStrong_AUD_F_v03.mov,3,,,013,051,001,AUD_F,0.03s,,-,,,,7/22/2020 18:35:46,013_BKN_Image_2,05_BrooklynStrong,\013_BKN_Image_2\05_BrooklynStrong\051_BrooklynStrong_AUD_F_v03.mov,-,nclc,nclc,34,1031942624,10160,1600,6.350,CFR,29.970,4320307,-,-,-,-,-,-,-,-,
,,054_BrooklynStrong_RIB_F_v02.mov,2,,,013,054,010,RIB_F,0.03s,,-,,,,7/22/2020 13:33:15,013_BKN_Image_2,05_BrooklynStrong,\013_BKN_Image_2\05_BrooklynStrong\054_BrooklynStrong_RIB_F_v02.mov,-,nclc,nclc,34,41164874,9504,144,66.000,CFR,29.970,187934,-,-,-,-,-,-,-,-,
,,058_BrooklynStrong_SCB_v02.mov,2,,,013,058,017,SCB,0.03s,,-,,,,7/22/2020 13:33:16,013_BKN_Image_2,05_BrooklynStrong,\013_BKN_Image_2\05_BrooklynStrong\058_BrooklynStrong_SCB_v02.mov,-,nclc,nclc,34,31557691,600,350,1.714,CFR,29.970,163806,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,013_BKN_Image_2,05_BrooklynStrong,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
014_BKN_Video,00_HotTimeout01,000_HotTimeout01_AUDIO_v05.mov,5,,5,014,000,024,AUDIO,36s,,-,,,,,014_BKN_Video,00_HotTimeout01,\014_BKN_Video\00_HotTimeout01\000_HotTimeout01_AUDIO_v05.mov,-,nclc,nclc,36036,79601,16,16,1.000,CFR,29.970,8082275,PCM,Little / Signed,sowt,36036,2,L R,48000,16,014_BKN_Video
,,008_HotTimeout01_SCB_v05.mov,5,,5,014,008,017,SCB,36s,,-,,,,,014_BKN_Video,00_HotTimeout01,\014_BKN_Video\00_HotTimeout01\008_HotTimeout01_SCB_v05.mov,-,nclc,nclc,36036,325408058,1920,1080,1.778,CFR,29.970,1472963181,PCM,Little / Signed,sowt,36036,2,L R,44100,16,
,01_HotTimeout02,010_HotTimeout02_AUDIO_v06.mov,6,,6,014,010,024,AUDIO,37.2s,,-,,,,,014_BKN_Video,01_HotTimeout02,\014_BKN_Video\01_HotTimeout02\010_HotTimeout02_AUDIO_v06.mov,-,nclc,nclc,37238,79000,16,16,1.000,CFR,29.970,7644675,PCM,Little / Signed,sowt,37238,2,L R,48000,16,
,,018_HotTimeout02_SCB_v06.mov,6,,6,014,018,017,SCB,37.2s,,-,,,,,014_BKN_Video,01_HotTimeout02,\014_BKN_Video\01_HotTimeout02\018_HotTimeout02_SCB_v06.mov,-,nclc,nclc,37238,379052075,1920,1080,1.778,CFR,29.970,1771052562,PCM,Little / Signed,sowt,37238,2,L R,44100,16,
,02_RunStop,020_RunStop_AUDIO_v05.mov,5,,4,014,020,024,AUDIO,39.63s,,-,,,Also works for Hot Timout ,7/22/2020 13:33:48,014_BKN_Video,02_RunStop,\014_BKN_Video\02_RunStop\020_RunStop_AUDIO_v05.mov,-,nclc,nclc,39673,74961,16,16,1.000,CFR,29.970,8526773,PCM,Little / Signed,sowt,39673,2,L R,48000,16,
,,028_RunStop_SCB_v05.mov,5,,4,014,028,017,SCB,39.63s,,-,,,,7/22/2020 13:33:48,014_BKN_Video,02_RunStop,\014_BKN_Video\02_RunStop\028_RunStop_SCB_v05.mov,-,nclc,nclc,39673,403302212,1920,1080,1.778,CFR,29.970,2007557520,PCM,Little / Signed,sowt,39673,2,L R,44100,16,
,03_BeautifulBrooklyn,030_BeautifulBrooklyn_AUDIO_v04.mov,4,,4,014,030,024,AUDIO,48s,,-,,,Blowoff video - Logos black or matchup with ,,014_BKN_Video,03_BeautifulBrooklyn,\014_BKN_Video\03_BeautifulBrooklyn\030_BeautifulBrooklyn_AUDIO_v04.mov,-,nclc,nclc,48048,72478,16,16,1.000,CFR,29.970,11539226,PCM,Little / Signed,sowt,48048,2,L R,48000,16,
,,038_BeautifulBrooklyn_SCB_v04.mov,4,,4,014,038,017,SCB,48s,,-,,,,,014_BKN_Video,03_BeautifulBrooklyn,\014_BKN_Video\03_BeautifulBrooklyn\038_BeautifulBrooklyn_SCB_v04.mov,-,nclc,nclc,48048,304931968,1920,1080,1.778,CFR,29.970,1841777603,PCM,Little / Signed,sowt,48048,2,L R,44100,16,
,04_4thQJaRule,040_4thQJaRule_AUDIO_v02.mov,2,,2,014,040,024,AUDIO,15.83s,,-,,,Out of a timeout into play - ends with chant,,014_BKN_Video,04_4thQJaRule,\014_BKN_Video\04_4thQJaRule\040_4thQJaRule_AUDIO_v02.mov,-,nclc,nclc,15850,94481,16,16,1.000,CFR,29.970,3271892,PCM,Little / Signed,sowt,15850,2,L R,48000,16,
,,048_4thQJaRule_SCB_v01.mov,1,,1,014,048,017,SCB,15.83s,,-,,,Only use one of these per game. ,,014_BKN_Video,04_4thQJaRule,\014_BKN_Video\04_4thQJaRule\048_4thQJaRule_SCB_v01.mov,-,nclc,nclc,15850,316109529,1920,1080,1.778,CFR,29.970,626290572,-,-,-,-,-,-,-,-,
,05_4thQCommon,050_4thQCommon_AUDIO_v02.mov,2,,2,014,050,024,AUDIO,8.33s,,-,,,,,014_BKN_Video,05_4thQCommon,\014_BKN_Video\05_4thQCommon\050_4thQCommon_AUDIO_v02.mov,-,nclc,nclc,8342,92767,16,16,1.000,CFR,29.970,1730857,PCM,Little / Signed,sowt,8342,2,L R,48000,16,
,,058_4thQCommon_SCB_v01.mov,1,,1,014,058,017,SCB,8.33s,,-,,,,,014_BKN_Video,05_4thQCommon,\014_BKN_Video\05_4thQCommon\058_4thQCommon_SCB_v01.mov,-,nclc,nclc,8342,361060428,1920,1080,1.778,CFR,29.970,376506492,-,-,-,-,-,-,-,-,
,06_4thQASAPFerg,060_4thQASAPFerg_AUDIO_v02.mov,2,,2,014,060,024,AUDIO,11.5s,,-,,,,,014_BKN_Video,06_4thQASAPFerg,\014_BKN_Video\06_4thQASAPFerg\060_4thQASAPFerg_AUDIO_v02.mov,-,nclc,nclc,11512,95987,16,16,1.000,CFR,29.970,2384697,PCM,Little / Signed,sowt,11512,2,L R,48000,16,
,,068_4thQASAPFerg_SCB_v01.mov,1,,1,014,068,017,SCB,11.5s,,-,,,,,014_BKN_Video,06_4thQASAPFerg,\014_BKN_Video\06_4thQASAPFerg\068_4thQASAPFerg_SCB_v01.mov,-,nclc,nclc,11512,313482747,1920,1080,1.778,CFR,29.970,451110233,-,-,-,-,-,-,-,-,
,07_Tipoff,070_Tipoff_AUDIO_v02.mov,2,,,014,070,024,AUDIO,28.43s,,-,,,,7/22/2020 13:36:18,014_BKN_Video,07_Tipoff,\014_BKN_Video\07_Tipoff\070_Tipoff_AUDIO_v02.mov,-,nclc,nclc,28462,77967,16,16,1.000,CFR,29.970,5819141,PCM,Little / Signed,sowt,28462,2,L R,48000,16,
,,078_Tipoff_SCB_v02.mov,2,,,014,078,017,SCB,,,-F,,,,7/22/2020 13:36:20,014_BKN_Video,08_BLM,\014_BKN_Video\08_BLM\078_Tipoff_SCB_v02.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,
,08_BLM,080_BLM_AUDIO_v01.mov,1,,,014,080,024,AUDIO,50.03s,,-,,,,7/22/2020 13:36:21,014_BKN_Video,08_BLM,\014_BKN_Video\08_BLM\080_BLM_AUDIO_v01.mov,-,nclc,nclc,50084,55794,16,16,1.000,CFR,29.970,10588179,PCM,Little / Signed,sowt,50084,2,L R,48000,16,
,,088_BLM_SCB_v01.mov,1,,,014,088,017,SCB,50.03s,,-,,,,7/22/2020 13:36:22,014_BKN_Video,08_BLM,\014_BKN_Video\08_BLM\088_BLM_SCB_v01.mov,-,nclc,nclc,50084,278356426,1920,1080,1.778,CFR,29.970,1752868992,PCM,Little / Signed,sowt,50084,2,L R,48000,16,
015_BKN_Misc,,,,,,,,,,,,-,,,,,015_BKN_Misc,00_Allen_White,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,015_BKN_Misc
016_BKN_Intros_1,00_Allen_White,001_Allen_White_AUD_F_v01.mov,1,,1,016,001,001,AUD_F,15s,,-,,,For intros and big plays ,,016_BKN_Intros_1,00_Allen_White,\016_BKN_Intros_1\00_Allen_White\001_Allen_White_AUD_F_v01.mov,-,nclc,nclc,15015,2116199639,10160,1600,6.350,CFR,29.970,3971879009,-,-,-,-,-,-,-,-,016_BKN_Intros_1
,,004_Allen_White_RIB_F_v01.mov,1,,1,016,004,010,RIB_F,15s,,-,,,,,016_BKN_Intros_1,00_Allen_White,\016_BKN_Intros_1\00_Allen_White\004_Allen_White_RIB_F_v01.mov,-,nclc,nclc,15015,77673218,9504,144,66.000,CFR,29.970,145815904,-,-,-,-,-,-,-,-,
,,008_Allen_White_SCB_v01.mov,1,,1,016,008,017,SCB,15s,,-,,,,,016_BKN_Intros_1,00_Allen_White,\016_BKN_Intros_1\00_Allen_White\008_Allen_White_SCB_v01.mov,-,nclc,nclc,15015,183456231,1920,1080,1.778,CFR,29.970,344357599,-,-,-,-,-,-,-,-,
,01_LeVert_White,011_LeVert_White_AUD_F_v01.mov,1,,1,016,011,001,AUD_F,15s,,-,,,,,016_BKN_Intros_1,01_LeVert_White,\016_BKN_Intros_1\01_LeVert_White\011_LeVert_White_AUD_F_v01.mov,-,nclc,nclc,15015,2126839820,10160,1600,6.350,CFR,29.970,3991849321,-,-,-,-,-,-,-,-,
,,014_LeVert_White_RIB_F_v01.mov,1,,1,016,014,010,RIB_F,15s,,-,,,,,016_BKN_Intros_1,01_LeVert_White,\016_BKN_Intros_1\01_LeVert_White\014_LeVert_White_RIB_F_v01.mov,-,nclc,nclc,15015,77994303,9504,144,66.000,CFR,29.970,146418543,-,-,-,-,-,-,-,-,
,,018_LeVert_White_SCB_v01.mov,1,,1,016,018,017,SCB,15s,,-,,,,,016_BKN_Intros_1,01_LeVert_White,\016_BKN_Intros_1\01_LeVert_White\018_LeVert_White_SCB_v01.mov,-,nclc,nclc,15015,184582128,1920,1080,1.778,CFR,29.970,346470772,-,-,-,-,-,-,-,-,
,02_Harris_White,021_Harris_White_AUD_F_v01.mov,1,,1,016,021,001,AUD_F,15s,,-,,,,,016_BKN_Intros_1,02_Harris_White,\016_BKN_Intros_1\02_Harris_White\021_Harris_White_AUD_F_v01.mov,-,nclc,nclc,15015,2065953066,10160,1600,6.350,CFR,29.970,3877572367,-,-,-,-,-,-,-,-,
,,024_Harris_White_RIB_F_v01.mov,1,,1,016,024,010,RIB_F,15s,,-,,,,,016_BKN_Intros_1,02_Harris_White,\016_BKN_Intros_1\02_Harris_White\024_Harris_White_RIB_F_v01.mov,-,nclc,nclc,15015,76859315,9504,144,66.000,CFR,29.970,144288295,-,-,-,-,-,-,-,-,
,,028_Harris_White_SCB_v01.mov,1,,1,016,028,017,SCB,15s,,-,,,,,016_BKN_Intros_1,02_Harris_White,\016_BKN_Intros_1\02_Harris_White\028_Harris_White_SCB_v01.mov,-,nclc,nclc,15015,174989530,1920,1080,1.778,CFR,29.970,328466628,-,-,-,-,-,-,-,-,
017_BKN_Intros_2,00_Allen_Black,001_Allen_Black_AUD_F_v01.mov,1,,1,017,001,001,AUD_F,15s,,-,,,,,017_BKN_Intros_2,00_Allen_Black,\017_BKN_Intros_2\00_Allen_Black\001_Allen_Black_AUD_F_v01.mov,-,nclc,nclc,15015,1293584200,10160,1600,6.350,CFR,29.970,2427931114,-,-,-,-,-,-,-,-,017_BKN_Intros_2
,,004_Allen_Black_RIB_F_v01.mov,1,,1,017,004,010,RIB_F,15s,,-,,,,,017_BKN_Intros_2,00_Allen_Black,\017_BKN_Intros_2\00_Allen_Black\004_Allen_Black_RIB_F_v01.mov,-,nclc,nclc,15015,76843417,9504,144,66.000,CFR,29.970,144258471,-,-,-,-,-,-,-,-,
,,008_Allen_Black_SCB_v01.mov,1,,1,017,008,017,SCB,15s,,-,,,,,017_BKN_Intros_2,00_Allen_Black,\017_BKN_Intros_2\00_Allen_Black\008_Allen_Black_SCB_v01.mov,-,nclc,nclc,15015,183335881,1920,1080,1.778,CFR,29.970,344131717,-,-,-,-,-,-,-,-,
,01_LeVert_Black,011_LeVert_Black_AUD_F_v01.mov,1,,1,017,011,001,AUD_F,15s,,-,,,,,017_BKN_Intros_2,01_LeVert_Black,\017_BKN_Intros_2\01_LeVert_Black\011_LeVert_Black_AUD_F_v01.mov,-,nclc,nclc,15015,1212764301,10160,1600,6.350,CFR,29.970,2276242115,-,-,-,-,-,-,-,-,
,,014_LeVert_Black_RIB_F_v01.mov,1,,1,017,014,010,RIB_F,15s,,-,,,,,017_BKN_Intros_2,01_LeVert_Black,\017_BKN_Intros_2\01_LeVert_Black\014_LeVert_Black_RIB_F_v01.mov,-,nclc,nclc,15015,75650112,9504,144,66.000,CFR,29.970,142018786,-,-,-,-,-,-,-,-,
,,018_LeVert_Black_SCB_v01.mov,1,,1,017,018,017,SCB,15s,,-,,,,,017_BKN_Intros_2,01_LeVert_Black,\017_BKN_Intros_2\01_LeVert_Black\018_LeVert_Black_SCB_v01.mov,-,nclc,nclc,15015,184724113,1920,1080,1.778,CFR,29.970,346737260,-,-,-,-,-,-,-,-,
,02_Harris_Black,021_Harris_Black_AUD_F_v01.mov,1,,1,017,021,001,AUD_F,15s,,-,,,,7/21/2020 9:02:22,017_BKN_Intros_2,02_Harris_Black,\017_BKN_Intros_2\02_Harris_Black\021_Harris_Black_AUD_F_v01.mov,-,nclc,nclc,15015,1225891395,10160,1600,6.350,CFR,29.970,2300880036,-,-,-,-,-,-,-,-,
,,024_Harris_Black_RIB_F_v01.mov,1,,1,017,024,010,RIB_F,15s,,-,,,,,017_BKN_Intros_2,02_Harris_Black,\017_BKN_Intros_2\02_Harris_Black\024_Harris_Black_RIB_F_v01.mov,-,nclc,nclc,15015,76160042,9504,144,66.000,CFR,29.970,142975843,-,-,-,-,-,-,-,-,
,,028_Harris_Black_SCB_v01.mov,1,,1,017,028,017,SCB,15s,,-,,,,,017_BKN_Intros_2,02_Harris_Black,\017_BKN_Intros_2\02_Harris_Black\028_Harris_Black_SCB_v01.mov,-,nclc,nclc,15015,174655980,1920,1080,1.778,CFR,29.970,327840597,-,-,-,-,-,-,-,-,
,03_Anderson_Black,031_Anderson_Black_AUD_F_v01.mov,1,,,017,031,001,AUD_F,15s,,-,,,,7/22/2020 13:54:25,017_BKN_Intros_2,03_Anderson_Black,\017_BKN_Intros_2\03_Anderson_Black\031_Anderson_Black_AUD_F_v01.mov,-,nclc,nclc,15015,1084663218,10160,1600,6.350,CFR,29.970,2035812137,-,-,-,-,-,-,-,-,
,,034_Anderson_Black_RIB_F_v01.mov,1,,,017,034,010,RIB_F,15s,,-,,,,,017_BKN_Intros_2,03_Anderson_Black,\017_BKN_Intros_2\03_Anderson_Black\034_Anderson_Black_RIB_F_v01.mov,-,nclc,nclc,15015,128962361,9504,144,66.000,CFR,29.970,242084622,-,-,-,-,-,-,-,-,
,,038_Anderson_Black_SCB_v01.mov,1,,,017,038,017,SCB,15s,,-,,,,,017_BKN_Intros_2,03_Anderson_Black,\017_BKN_Intros_2\03_Anderson_Black\038_Anderson_Black_SCB_v01.mov,-,nclc,nclc,15015,170643109,1920,1080,1.778,CFR,29.970,320314258,-,-,-,-,-,-,-,-,
,04_Chiozza_Black,041_Chiozza_Black_AUD_F_v01.mov,1,,,017,041,001,AUD_F,15s,,-,,,,,017_BKN_Intros_2,04_Chiozza_Black,\017_BKN_Intros_2\04_Chiozza_Black\041_Chiozza_Black_AUD_F_v01.mov,-,nclc,nclc,15015,1060714798,10160,1600,6.350,CFR,29.970,1990863902,-,-,-,-,-,-,-,-,
,,044_Chiozza_Black_RIB_F_v01.mov,1,,,017,044,010,RIB_F,15s,,-,,,,,017_BKN_Intros_2,04_Chiozza_Black,\017_BKN_Intros_2\04_Chiozza_Black\044_Chiozza_Black_RIB_F_v01.mov,-,nclc,nclc,15015,120471599,9504,144,66.000,CFR,29.970,226147208,-,-,-,-,-,-,-,-,
,,048_Chiozza_Black_SCB_v01.mov,1,,,017,048,017,SCB,15s,,-,,,,,017_BKN_Intros_2,04_Chiozza_Black,\017_BKN_Intros_2\04_Chiozza_Black\048_Chiozza_Black_SCB_v01.mov,-,nclc,nclc,15015,170250375,1920,1080,1.778,CFR,29.970,319575846,-,-,-,-,-,-,-,-,
,05_Crawford_Black,051_Crawford_Black_AUD_F_v01.mov,1,,,017,051,001,AUD_F,15s,,-,,,,,017_BKN_Intros_2,05_Crawford_Black,\017_BKN_Intros_2\05_Crawford_Black\051_Crawford_Black_AUD_F_v01.mov,-,nclc,nclc,15015,1033594661,10160,1600,6.350,CFR,29.970,1939962742,-,-,-,-,-,-,-,-,
,,054_Crawford_Black_RIB_F_v01.mov,1,,,017,054,010,RIB_F,15s,,-,,,,,017_BKN_Intros_2,05_Crawford_Black,\017_BKN_Intros_2\05_Crawford_Black\054_Crawford_Black_RIB_F_v01.mov,-,nclc,nclc,15015,121118237,9504,144,66.000,CFR,29.970,227360868,-,-,-,-,-,-,-,-,
,,058_Crawford_Black_SCB_v01.mov,1,,,017,058,017,SCB,15s,,-,,,,,017_BKN_Intros_2,05_Crawford_Black,\017_BKN_Intros_2\05_Crawford_Black\058_Crawford_Black_SCB_v01.mov,-,nclc,nclc,15015,177340475,1920,1080,1.778,CFR,29.970,332883090,-,-,-,-,-,-,-,-,
,06_Hall_Black,061_Hall_Black_AUD_F_v01.mov,1,,,017,061,001,AUD_F,15s,,-,,,,,017_BKN_Intros_2,06_Hall_Black,\017_BKN_Intros_2\06_Hall_Black\061_Hall_Black_AUD_F_v01.mov,-,nclc,nclc,15015,991086132,10160,1600,6.350,CFR,29.970,1860179468,-,-,-,-,-,-,-,-,
,,064_Hall_Black_RIB_F_v01.mov,1,,,017,064,010,RIB_F,15s,,-,,,,,017_BKN_Intros_2,06_Hall_Black,\017_BKN_Intros_2\06_Hall_Black\064_Hall_Black_RIB_F_v01.mov,-,nclc,nclc,15015,123143911,9504,144,66.000,CFR,29.970,231162811,-,-,-,-,-,-,-,-,
,,068_Hall_Black_SCB_v01.mov,1,,,017,068,017,SCB,15s,,-,,,,,017_BKN_Intros_2,06_Hall_Black,\017_BKN_Intros_2\06_Hall_Black\068_Hall_Black_SCB_v01.mov,-,nclc,nclc,15015,165357670,1920,1080,1.778,CFR,29.970,310392844,-,-,-,-,-,-,-,-,
