BROOKLYN NETS Media Delivery,,SYNC COMPLETE,NO ERRORS,,FUSE PROGRAMMER,,,PROGRAMMING IN PROGRESS,,,HUD,,,,RETURN TO INDEX,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,LOOK IDENTIFIER #,File Name,File Version,Notes,Version,Bank,Slot ,Mapping #,"Mapping 
Code",File Length,Play Mode,Error Flag,Midi Button,Notes to Kerstin,General/Show Call Notes,Upversioned Date,Folder,Look,File Path,Error Flag,Format,Codec_ID,Duration,Bit Rate,Width,Height,Aspect Ratio,Frame Rate Mode,Frame Rate,Stream Size,"Audio For,at",Audio Format/Settings,Audio Codec ID,Audio Duration,Audio Channels,Audio Channel Layout,Audio Sampling Rate,Audio Bit Depth,
,07_Johnson_Black,071_Johnson_Black_AUD_F_v01.mov,1,,,017,071,001,AUD_F,15s,,-,,,,,017_BKN_Intros_2,07_Johnson_Black,\017_BKN_Intros_2\07_Johnson_Black\071_Johnson_Black_AUD_F_v01.mov,-,nclc,nclc,15015,972807340,10160,1600,6.350,CFR,29.970,1825872427,-,-,-,-,-,-,-,-,
,,074_Johnson_Black_RIB_F_v01.mov,1,,,017,074,010,RIB_F,15s,,-,,,,,017_BKN_Intros_2,07_Johnson_Black,\017_BKN_Intros_2\07_Johnson_Black\074_Johnson_Black_RIB_F_v01.mov,-,nclc,nclc,15015,119996726,9504,144,66.000,CFR,29.970,225255931,-,-,-,-,-,-,-,-,
,,078_Johnson_Black_SCB_v01.mov,1,,,017,078,017,SCB,15s,,-,,,,,017_BKN_Intros_2,07_Johnson_Black,\017_BKN_Intros_2\07_Johnson_Black\078_Johnson_Black_SCB_v01.mov,-,nclc,nclc,15015,152926665,1920,1080,1.778,CFR,29.970,287061375,-,-,-,-,-,-,-,-,
,08_Kurucs_Black,081_Kurucs_Black_AUD_F_v01.mov,1,,,017,081,001,AUD_F,15s,,-,,,,,017_BKN_Intros_2,08_Kurucs_Black,\017_BKN_Intros_2\08_Kurucs_Black\081_Kurucs_Black_AUD_F_v01.mov,-,nclc,nclc,15015,1042980575,10160,1600,6.350,CFR,29.970,1957578946,-,-,-,-,-,-,-,-,
,,084_Kurucs_Black_RIB_F_v01.mov,1,,,017,084,010,RIB_F,15s,,-,,,,,017_BKN_Intros_2,08_Kurucs_Black,\017_BKN_Intros_2\08_Kurucs_Black\084_Kurucs_Black_RIB_F_v01.mov,-,nclc,nclc,15015,127932288,9504,144,66.000,CFR,29.970,240150004,-,-,-,-,-,-,-,-,
,,088_Kurucs_Black_SCB_v01.mov,1,,,017,088,017,SCB,15s,,-,,,,,017_BKN_Intros_2,08_Kurucs_Black,\017_BKN_Intros_2\08_Kurucs_Black\088_Kurucs_Black_SCB_v01.mov,-,nclc,nclc,15015,156431123,1920,1080,1.778,CFR,29.970,293638811,-,-,-,-,-,-,-,-,
,09_Luwawu-Cabarrot_Black,091_Luwawu-Cabarrot_Black_AUD_F_v01.mov,1,,,017,091,001,AUD_F,15s,,-,,,,,017_BKN_Intros_2,09_Luwawu-Cabarrot_Black,\017_BKN_Intros_2\09_Luwawu-Cabarrot_Black\091_Luwawu-Cabarrot_Black_AUD_F_v01.mov,-,nclc,nclc,15015,1036698131,10160,1600,6.350,CFR,29.970,1945787574,-,-,-,-,-,-,-,-,
,,094_Luwawu-Cabarrot_Black_RIB_F_v01.mov,1,,,017,094,010,RIB_F,15s,,-,,,,,017_BKN_Intros_2,09_Luwawu-Cabarrot_Black,\017_BKN_Intros_2\09_Luwawu-Cabarrot_Black\094_Luwawu-Cabarrot_Black_RIB_F_v01.mov,-,nclc,nclc,15015,123863122,9504,144,66.000,CFR,29.970,232512682,-,-,-,-,-,-,-,-,
,,098_Luwawu-Cabarrot_Black_SCB_v01.mov,1,,,017,098,017,SCB,15s,,-,,,,,017_BKN_Intros_2,09_Luwawu-Cabarrot_Black,\017_BKN_Intros_2\09_Luwawu-Cabarrot_Black\098_Luwawu-Cabarrot_Black_SCB_v01.mov,-,nclc,nclc,15015,153520057,1920,1080,1.778,CFR,29.970,288175100,-,-,-,-,-,-,-,-,
,10_Martin_Black,101_Martin_Black_AUD_F_v01.mov,1,,,017,101,001,AUD_F,15s,,-,,,,,017_BKN_Intros_2,10_Martin_Black,\017_BKN_Intros_2\10_Martin_Black\101_Martin_Black_AUD_F_v01.mov,-,nclc,nclc,15015,1064492515,10160,1600,6.350,CFR,29.970,1997954211,-,-,-,-,-,-,-,-,
,,104_Martin_Black_RIB_F_v01.mov,1,,,017,104,010,RIB_F,15s,,-,,,,,017_BKN_Intros_2,10_Martin_Black,\017_BKN_Intros_2\10_Martin_Black\104_Martin_Black_RIB_F_v01.mov,-,nclc,nclc,15015,125529242,9504,144,66.000,CFR,29.970,235641079,-,-,-,-,-,-,-,-,
,,108_Martin_Black_SCB_v01.mov,1,,,017,108,017,SCB,15s,,-,,,,,017_BKN_Intros_2,10_Martin_Black,\017_BKN_Intros_2\10_Martin_Black\108_Martin_Black_SCB_v01.mov,-,nclc,nclc,15015,186246433,1920,1080,1.778,CFR,29.970,349599776,-,-,-,-,-,-,-,-,
,11_Musa_Black,111_Musa_Black_AUD_F_v01.mov,1,,,017,111,001,AUD_F,15s,,-,,,,,017_BKN_Intros_2,11_Musa_Black,\017_BKN_Intros_2\11_Musa_Black\111_Musa_Black_AUD_F_v01.mov,-,nclc,nclc,15015,1010809510,10160,1600,6.350,CFR,29.970,1897197821,-,-,-,-,-,-,-,-,
,,114_Musa_Black_RIB_F_v01.mov,1,,,017,114,010,RIB_F,15s,,-,,,,,017_BKN_Intros_2,11_Musa_Black,\017_BKN_Intros_2\11_Musa_Black\114_Musa_Black_RIB_F_v01.mov,-,nclc,nclc,15015,123488056,9504,144,66.000,CFR,29.970,231808726,-,-,-,-,-,-,-,-,
,,118_Musa_Black_SCB_v01.mov,1,,,017,118,017,SCB,15s,,-,,,,,017_BKN_Intros_2,11_Musa_Black,\017_BKN_Intros_2\11_Musa_Black\118_Musa_Black_SCB_v01.mov,-,nclc,nclc,15015,156914889,1920,1080,1.778,CFR,29.970,294546780,-,-,-,-,-,-,-,-,
,12_Temple_Black,121_Temple_Black_AUD_F_v01.mov,1,,,017,121,001,AUD_F,15s,,-,,,,,017_BKN_Intros_2,12_Temple_Black,\017_BKN_Intros_2\12_Temple_Black\121_Temple_Black_AUD_F_v01.mov,-,nclc,nclc,15015,1060972655,10160,1600,6.350,CFR,29.970,1991347868,-,-,-,-,-,-,-,-,
,,124_Temple_Black_RIB_F_v01.mov,1,,,017,124,010,RIB_F,15s,,-,,,,,017_BKN_Intros_2,12_Temple_Black,\017_BKN_Intros_2\12_Temple_Black\124_Temple_Black_RIB_F_v01.mov,-,nclc,nclc,15015,122786160,9504,144,66.000,CFR,29.970,230491354,-,-,-,-,-,-,-,-,
,,128_Temple_Black_SCB_v01.mov,1,,,017,128,017,SCB,15s,,-,,,,,017_BKN_Intros_2,12_Temple_Black,\017_BKN_Intros_2\12_Temple_Black\128_Temple_Black_SCB_v01.mov,-,nclc,nclc,15015,182883579,1920,1080,1.778,CFR,29.970,343286814,-,-,-,-,-,-,-,-,
,13_Thomas_Black,131_Thomas_Black_AUD_F_v01.mov,1,,,017,131,001,AUD_F,15s,,-,,,,,017_BKN_Intros_2,13_Thomas_Black,\017_BKN_Intros_2\13_Thomas_Black\131_Thomas_Black_AUD_F_v01.mov,-,nclc,nclc,15015,1107924672,10160,1600,6.350,CFR,29.970,2079471023,-,-,-,-,-,-,-,-,
,,134_Thomas_Black_RIB_F_v01.mov,1,,,017,134,010,RIB_F,15s,,-,,,,,017_BKN_Intros_2,13_Thomas_Black,\017_BKN_Intros_2\13_Thomas_Black\134_Thomas_Black_RIB_F_v01.mov,-,nclc,nclc,15015,127683079,9504,144,66.000,CFR,29.970,239682264,-,-,-,-,-,-,-,-,
,,138_Thomas_Black_SCB_v01.mov,1,,,017,138,017,SCB,15s,,-,,,,,017_BKN_Intros_2,13_Thomas_Black,\017_BKN_Intros_2\13_Thomas_Black\138_Thomas_Black_SCB_v01.mov,-,nclc,nclc,15015,180391260,1920,1080,1.778,CFR,29.970,338609039,-,-,-,-,-,-,-,-,
018_BKN_Intros_3,,,,,,,,,,,,-,,,,,018_BKN_Intros_3,13_Thomas_Black,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,018_BKN_Intros_3
019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,007_NetsLogosStaticBlack_CRN_v01.mov,1,,,019,007,014,CRN,0.03s,,-,,,,7/22/2020 14:19:33,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,\019_BKN_CRN_ROTATE\00_NetsLogosStaticBlack\007_NetsLogosStaticBlack_CRN_v01.mov,-,nclc,nclc,34,36474449,3328,208,16.000,CFR,29.970,168395,-,-,-,-,-,-,-,-,019_BKN_CRN_ROTATE
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,-,,,,,019_BKN_CRN_ROTATE,00_NetsLogosStaticBlack,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
