PORTLAND TRAILBLAZERS Media Delivery,,SYNC COMPLETE,CONTENT ERRORS,,FUSE PROGRAMMER,,,PROGRAMMING IN PROGRESS,,,HUD,,,,RETURN TO INDEX,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,LOOK IDENTIFIER #,File Name,File Version,Notes,Version,Bank,Slot ,Mapping #,"Mapping 
Code",File Length,Play Mode,Error Flag,Midi Button,Notes to Kerstin,General/Show Call Notes,Upversioned Date,Folder,Look,File Path,Error Flag,Format,Codec_ID,Duration,Bit Rate,Width,Height,Aspect Ratio,Frame Rate Mode,Frame Rate,Stream Size,"Audio For,at",Audio Format/Settings,Audio Codec ID,Audio Duration,Audio Channels,Audio Channel Layout,Audio Sampling Rate,Audio Bit Depth
,11_BlazersWin,110_BlazersWin_AUDIO_v01.mov,1,,1,170,110,024,AUDIO,3.7s,,-,,,,,170_POR_PCC,11_BlazersWin,\170_POR_PCC\11_BlazersWin\110_BlazersWin_AUDIO_v01.mov,-,nclc,nclc,3704,70729,16,16,1.000,CFR,29.970,779829,PCM,Little / Signed,sowt,3704,2,L R,48000,16
,,111_BlazersWin_AUD_F_v01.mov,1,,1,170,111,001,AUD_F,10s,,-,,,,,170_POR_PCC,11_BlazersWin,\170_POR_PCC\11_BlazersWin\111_BlazersWin_AUD_F_v01.mov,-,nclc,nclc,10010,3882468730,10160,1600,6.350,CFR,29.970,4858665386,-,-,-,-,-,-,-,-
,,114_BlazersWin_RIB_F_v01.mov,1,,1,170,114,010,RIB_F,10s,,-,,,,,170_POR_PCC,11_BlazersWin,\170_POR_PCC\11_BlazersWin\114_BlazersWin_RIB_F_v01.mov,-,nclc,nclc,10010,332344165,9504,144,66.000,CFR,29.970,416581456,-,-,-,-,-,-,-,-
,12_WhitesideFlex,120_WhitesideFlex_AUDIO_V01.mov,1,,1,170,120,024,AUDIO,10.03s,,-,28,,,,170_POR_PCC,12_WhitesideFlex,\170_POR_PCC\12_WhitesideFlex\120_WhitesideFlex_AUDIO_V01.mov,-,nclc,nclc,10044,64646,16,16,1.000,CFR,29.970,2759552,PCM,Little / Signed,sowt,10044,2,L R,48000,16
,,121_WhitesideFlex_AUD_F_V01.mov,1,,1,170,121,001,AUD_F,10s,,-,28,,,,170_POR_PCC,12_WhitesideFlex,\170_POR_PCC\12_WhitesideFlex\121_WhitesideFlex_AUD_F_V01.mov,-,nclc,nclc,10010,3418847127,10160,1600,6.350,CFR,29.970,4278496811,-,-,-,-,-,-,-,-
,,124_WhitesideFlex_RIB_F_V01.mov,1,,1,170,124,010,RIB_F,10s,,-,28,,,,170_POR_PCC,12_WhitesideFlex,\170_POR_PCC\12_WhitesideFlex\124_WhitesideFlex_RIB_F_V01.mov,-,nclc,nclc,10010,288988730,9504,144,66.000,CFR,29.970,362273676,-,-,-,-,-,-,-,-
,13_TrailBlazersGeneric,131_TrailBlazersGeneric_AUD_F_v01.mov,1,,1,170,131,001,AUD_F,,,-F,,,Generic? ,,170_POR_PCC,13_TrailBlazersGeneric,\170_POR_PCC\13_TrailBlazersGeneric\131_TrailBlazersGeneric_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,,134_TrailBlazersGeneric_RIB_F_v01.mov,1,,1,170,134,010,RIB_F,,,-F,,,,,170_POR_PCC,13_TrailBlazersGeneric,\170_POR_PCC\13_TrailBlazersGeneric\134_TrailBlazersGeneric_RIB_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
171_POR_FERA,01_ZoomDameTime,011_ZoomDameTime_AUD_F_v01.mov,1,,1,171,011,001,AUD_F,5s,,-,21,,"Big shot reaction - if lots of latency on teams, has audio w/ DJ",,171_POR_FERA,01_ZoomDameTime,\171_POR_FERA\01_ZoomDameTime\011_ZoomDameTime_AUD_F_v01.mov,-,nclc,nclc,5005,2890006371,10160,1600,6.350,CFR,29.970,1809186798,-,-,-,-,-,-,-,-
,02_ZoomBigCheer,021_ZoomBigCheer_AUD_F_v01.mov,1,,1,171,021,001,AUD_F,5s,,-,53,,,,171_POR_FERA,02_ZoomBigCheer,\171_POR_FERA\02_ZoomBigCheer\021_ZoomBigCheer_AUD_F_v01.mov,-,nclc,nclc,5005,2982118760,10160,1600,6.350,CFR,29.970,1866807919,-,-,-,-,-,-,-,-
