LA CLIPPERS Media Delivery,,SYNC ACTIVE,CONTENT ERRORS,,FUSE PROGRAMMER,,,PROGRAMMING IN PROGRESS,,,HUD,,,,RETURN TO INDEX,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,LOOK IDENTIFIER #,File Name,File Version,Content Notes,Version,Bank,Slot ,Mapping #,"Mapping 
Code",File Length,Play Mode,Error Flag,Midi Button,Kerstin Notes,General/Show Call Notes,Upversioned Date,Folder,Look,File Path,Error Flag,Format,Codec_ID,Duration,Bit Rate,Width,Height,Aspect Ratio,Frame Rate Mode,Frame Rate,Stream Size,Audio Format,Audio Format/Settings,Audio Codec ID,Audio Duration,Audio Channels,Audio Channel Layout,Audio Sampling Rate,Audio Bit Depth
,,058_MatchupClippersvsThunder_SCB_v01.mov,1,,,075,058,017,SCB,10s,,-,,,,7/22/2020,075_LAC_Misc,05_MatchupClippersvsThunder,\075_LAC_Misc\05_MatchupClippersvsThunder\058_MatchupClippersvsThunder_SCB_v01.mov,-,nclc,nclc,10010,353851170,1920,1080,1.778,CFR,29.970,442759815,-,-,-,-,-,-,-,-
,06_VistorsStartingLineupBrooklynNets,061_VisitorsStartingLineupBrooklynNets_AUD_F_v01.mov,1,,,075,061,001,AUD_F,10s,,-,,,,7/22/2020,075_LAC_Misc,06_VistorsStartingLineupBrooklynNets,\075_LAC_Misc\06_VistorsStartingLineupBrooklynNets\061_VisitorsStartingLineupBrooklynNets_AUD_F_v01.mov,-,nclc,nclc,10010,2032789402,10160,1600,6.350,CFR,29.970,2543533359,-,-,-,-,-,-,-,-
,,064_VisitorsStartingLineupBrooklynNets_RIB_F_v01.mov,1,,,075,064,010,RIB_F,10s,,-,,,,7/22/2020,075_LAC_Misc,06_VistorsStartingLineupBrooklynNets,\075_LAC_Misc\06_VistorsStartingLineupBrooklynNets\064_VisitorsStartingLineupBrooklynNets_RIB_F_v01.mov,-,nclc,nclc,10010,147589680,9504,144,66.000,CFR,29.970,184674868,-,-,-,-,-,-,-,-
,,068_VisitorsStartingLineupBrooklynNets_SCB_v01.mov,1,,,075,068,017,SCB,10s,,-,,,,7/22/2020,075_LAC_Misc,06_VistorsStartingLineupBrooklynNets,\075_LAC_Misc\06_VistorsStartingLineupBrooklynNets\068_VisitorsStartingLineupBrooklynNets_SCB_v01.mov,-,nclc,nclc,10010,312652524,1920,1080,1.778,CFR,29.970,391209938,-,-,-,-,-,-,-,-
,07_VisitorsStartingLineupNewOrleansPelicans,071_VisitorsStartingLineupNewOrleansPelicans_AUD_F_v01.mov,1,,,075,071,001,AUD_F,10s,,-,,,,7/22/2020,075_LAC_Misc,07_VisitorsStartingLineupNewOrleansPelicans,\075_LAC_Misc\07_VisitorsStartingLineupNewOrleansPelicans\071_VisitorsStartingLineupNewOrleansPelicans_AUD_F_v01.mov,-,nclc,nclc,10010,3337181214,10160,1600,6.350,CFR,29.970,4175655246,-,-,-,-,-,-,-,-
,,074_VisitorsStartingLineupNewOrleansPelicans_RIB_F_v01.mov,1,,,075,074,010,RIB_F,10s,,-,,,,7/22/2020,075_LAC_Misc,07_VisitorsStartingLineupNewOrleansPelicans,\075_LAC_Misc\07_VisitorsStartingLineupNewOrleansPelicans\074_VisitorsStartingLineupNewOrleansPelicans_RIB_F_v01.mov,-,nclc,nclc,10010,297373033,9504,144,66.000,CFR,29.970,372091456,-,-,-,-,-,-,-,-
,,078_VisitorsStartingLineupNewOrleansPelicans_SCB_v01.mov,1,,,075,078,017,SCB,10s,,-,,,,7/22/2020,075_LAC_Misc,07_VisitorsStartingLineupNewOrleansPelicans,\075_LAC_Misc\07_VisitorsStartingLineupNewOrleansPelicans\078_VisitorsStartingLineupNewOrleansPelicans_SCB_v01.mov,-,nclc,nclc,10010,381587294,1920,1080,1.778,CFR,29.970,477464655,-,-,-,-,-,-,-,-
,08_VistorsStartingLineupOklahomaCityThunder,081_VisitorsStartingLineupOklahomaCityThunder_AUD_F_v01.mov,1,,,075,081,001,AUD_F,10s,,-,,,,7/22/2020,075_LAC_Misc,08_VistorsStartingLineupOklahomaCityThunder,\075_LAC_Misc\08_VistorsStartingLineupOklahomaCityThunder\081_VisitorsStartingLineupOklahomaCityThunder_AUD_F_v01.mov,-,nclc,nclc,10010,3338344392,10160,1600,6.350,CFR,29.970,4177110674,-,-,-,-,-,-,-,-
,,084_VisitorsStartingLineupOklahomaCityThunder_RIB_F_v01.mov,1,,,075,084,010,RIB_F,10s,,-,,,,7/22/2020,075_LAC_Misc,08_VistorsStartingLineupOklahomaCityThunder,\075_LAC_Misc\08_VistorsStartingLineupOklahomaCityThunder\084_VisitorsStartingLineupOklahomaCityThunder_RIB_F_v01.mov,-,nclc,nclc,10010,381389530,1920,1080,1.778,CFR,29.970,477217203,-,-,-,-,-,-,-,-
,,088_VisitorsStartingLineupOklahomaCityThunder_SCB_v02.mov,2,File is likely corrupted. Please Check -CD,,075,088,017,SCB,,,-U,,,,7/23/2020,075_LAC_Misc,08_VistorsStartingLineupOklahomaCityThunder,\075_LAC_Misc\08_VistorsStartingLineupOklahomaCityThunder\088_VisitorsStartingLineupOklahomaCityThunder_SCB_v02.mov,-U,-,-,-,-,-,-,-,-,-,1011585024,-,-,-,-,-,-,-,-
,09_VisitorsStartingLineupPhoenix Suns,091_VisitorsStartingLineupPhoenixSuns_AUD_F_v01.mov,1,,,075,091,001,AUD_F,,,-F,,,,7/23/2020,075_LAC_Misc,09_VisitorsStartingLineupPhoenix Suns,\075_LAC_Misc\09_VisitorsStartingLineupPhoenix Suns\091_VisitorsStartingLineupPhoenixSuns_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,,094_VisitorsStartingLineupPhoenixSuns_RIB_F_v01.mov,1,,,075,094,010,RIB_F,,,-F,,,,7/23/2020,075_LAC_Misc,09_VisitorsStartingLineupPhoenix Suns,\075_LAC_Misc\09_VisitorsStartingLineupPhoenix Suns\094_VisitorsStartingLineupPhoenixSuns_RIB_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,,098_VisitorsStartingLineupPhoenixSuns_SCB_v01.mov,1,,,075,098,017,SCB,,,-F,,,,7/23/2020,075_LAC_Misc,09_VisitorsStartingLineupPhoenix Suns,\075_LAC_Misc\09_VisitorsStartingLineupPhoenix Suns\098_VisitorsStartingLineupPhoenixSuns_SCB_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,10_ClippersLogoLoop,101_ClippersLogoLoop_AUD_F_v00.mov,0,,,075,101,001,AUD_F,10s,,-,,,,7/22/2020,075_LAC_Misc,10_ClippersLogoLoop,\075_LAC_Misc\10_ClippersLogoLoop\101_ClippersLogoLoop_AUD_F_v00.mov,-,nclc,nclc,10010,2297168462,10160,1600,6.350,CFR,29.970,2876260430,PCM,Little / Signed,sowt,10011,2,L R,48000,16
,,104_ClippersLogoLoop_RIB_F_v00.mov,0,,,075,104,010,RIB_F,10s,,-,,,,7/22/2020,075_LAC_Misc,10_ClippersLogoLoop,\075_LAC_Misc\10_ClippersLogoLoop\104_ClippersLogoLoop_RIB_F_v00.mov,-,nclc,nclc,10010,99852858,9504,144,66.000,CFR,29.970,126865970,PCM,Little / Signed,sowt,10011,2,L R,48000,16
,,108_ClippersLogoLoop_SCB_v01.mov,1,,,075,108,017,SCB,,,-F,,,,7/23/2020,075_LAC_Misc,10_ClippersLogoLoop,\075_LAC_Misc\10_ClippersLogoLoop\108_ClippersLogoLoop_SCB_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
076_LAC_Intros_1,00_PaulGeorge,001_PaulGeorge_AUD_F_v01.mov,1,,0,076,001,001,AUD_F,10s,,-,,,Intros and if player is hot ,7/22/2020,076_LAC_Intros_1,00_PaulGeorge,\076_LAC_Intros_1\00_PaulGeorge\001_PaulGeorge_AUD_F_v01.mov,-,nclc,nclc,10010,3372407330,10160,1600,6.350,CFR,29.970,4219731968,-,-,-,-,-,-,-,-
,,004_PaulGeorge_RIB_F_v01.mov,1,,0,076,004,010,RIB_F,10s,,-,,,,7/22/2020,076_LAC_Intros_1,00_PaulGeorge,\076_LAC_Intros_1\00_PaulGeorge\004_PaulGeorge_RIB_F_v01.mov,-,nclc,nclc,10010,251498112,9504,144,66.000,CFR,29.970,314690403,-,-,-,-,-,-,-,-
,,008_PaulGeorge_SCB_v01.mov,1,,,076,008,017,SCB,13.8s,,-,,,,7/22/2020,076_LAC_Intros_1,00_PaulGeorge,\076_LAC_Intros_1\00_PaulGeorge\008_PaulGeorge_SCB_v01.mov,-,nclc,nclc,13814,438874598,1920,1080,1.778,CFR,29.970,757820486,-,-,-,-,-,-,-,-
,01_KawhiLeonard,011_KawhiLeonard_AUD_F_v00.mov,0,,0,076,011,001,AUD_F,10s,,-,,,,,076_LAC_Intros_1,01_KawhiLeonard,\076_LAC_Intros_1\01_KawhiLeonard\011_KawhiLeonard_AUD_F_v00.mov,-,nclc,nclc,10010,3386763780,10160,1600,6.350,CFR,29.970,4237695493,-,-,-,-,-,-,-,-
,,014_KawhiLeonard_RIB_F_v00.mov,0,,0,076,014,010,RIB_F,10s,,-,,,,,076_LAC_Intros_1,01_KawhiLeonard,\076_LAC_Intros_1\01_KawhiLeonard\014_KawhiLeonard_RIB_F_v00.mov,-,nclc,nclc,10010,254697810,9504,144,66.000,CFR,29.970,318694029,-,-,-,-,-,-,-,-
,,018_KawhiLeonard_SCB_v00.mov,0,,0,076,018,017,SCB,10s,,-,,,,,076_LAC_Intros_1,01_KawhiLeonard,\076_LAC_Intros_1\01_KawhiLeonard\018_KawhiLeonard_SCB_v00.mov,-,nclc,nclc,10010,455340833,1920,1080,1.778,CFR,29.970,569748863,-,-,-,-,-,-,-,-
,02_LouWilliams,021_LouWilliams_AUD_F_v01.mov,1,,,076,021,001,AUD_F,10s,,-,,,,7/22/2020,076_LAC_Intros_1,02_LouWilliams,\076_LAC_Intros_1\02_LouWilliams\021_LouWilliams_AUD_F_v01.mov,-,nclc,nclc,10010,3314426485,10160,1600,6.350,CFR,29.970,4147183362,-,-,-,-,-,-,-,-
,,024_LouWilliams_RIB_F_v00.mov,0,,0,076,024,010,RIB_F,10s,,-,,,,,076_LAC_Intros_1,02_LouWilliams,\076_LAC_Intros_1\02_LouWilliams\024_LouWilliams_RIB_F_v00.mov,-,nclc,nclc,10010,256940956,9504,144,66.000,CFR,29.970,321500769,-,-,-,-,-,-,-,-
,,028_LouWilliams_SCB_v00.mov,0,,0,076,028,017,SCB,10s,,-,,,,,076_LAC_Intros_1,02_LouWilliams,\076_LAC_Intros_1\02_LouWilliams\028_LouWilliams_SCB_v00.mov,-,nclc,nclc,10010,464412612,1920,1080,1.778,CFR,29.970,581099938,-,-,-,-,-,-,-,-
,03_MontrezlHarrell,031_MontrezlHarrell_AUD_F_v00.mov,0,,0,076,031,001,AUD_F,10s,,-,,,,,076_LAC_Intros_1,03_MontrezlHarrell,\076_LAC_Intros_1\03_MontrezlHarrell\031_MontrezlHarrell_AUD_F_v00.mov,-,nclc,nclc,10010,3369625156,10160,1600,6.350,CFR,29.970,4216250769,-,-,-,-,-,-,-,-
,,034_MontrezlHarrell_RIB_F_v00.mov,0,,0,076,034,010,RIB_F,10s,,-,,,,,076_LAC_Intros_1,03_MontrezlHarrell,\076_LAC_Intros_1\03_MontrezlHarrell\034_MontrezlHarrell_RIB_F_v00.mov,-,nclc,nclc,10010,254779957,9504,144,66.000,CFR,29.970,318796816,-,-,-,-,-,-,-,-
,,038_MontrezlHarrell_SCB_v00.mov,0,,0,076,038,017,SCB,10s,,-,,,,,076_LAC_Intros_1,03_MontrezlHarrell,\076_LAC_Intros_1\03_MontrezlHarrell\038_MontrezlHarrell_SCB_v00.mov,-,nclc,nclc,10010,496102423,1920,1080,1.778,CFR,29.970,620751854,-,-,-,-,-,-,-,-
,04_PatrickBeverley,041_PatrickBeverley_AUD_F_v00.mov,0,,0,076,041,001,AUD_F,10s,,-,,,,,076_LAC_Intros_1,04_PatrickBeverley,\076_LAC_Intros_1\04_PatrickBeverley\041_PatrickBeverley_AUD_F_v00.mov,-,nclc,nclc,10010,3318412951,10160,1600,6.350,CFR,29.970,4152171433,-,-,-,-,-,-,-,-
,,044_PatrickBeverley_RIB_F_v00.mov,0,,0,076,044,010,RIB_F,10s,,-,,,,,076_LAC_Intros_1,04_PatrickBeverley,\076_LAC_Intros_1\04_PatrickBeverley\044_PatrickBeverley_RIB_F_v00.mov,-,nclc,nclc,10010,257734828,9504,144,66.000,CFR,29.970,322494102,-,-,-,-,-,-,-,-
,,048_PatrickBeverley_SCB_v00.mov,0,,0,076,048,017,SCB,10s,,-,,,,,076_LAC_Intros_1,04_PatrickBeverley,\076_LAC_Intros_1\04_PatrickBeverley\048_PatrickBeverley_SCB_v00.mov,-,nclc,nclc,10010,452869854,1920,1080,1.778,CFR,29.970,566657067,-,-,-,-,-,-,-,-
,05_IvicaZubac,051_IvicaZubac_AUD_F_v00.mov,0,,0,076,051,001,AUD_F,10s,,-,,,,,076_LAC_Intros_1,05_IvicaZubac,\076_LAC_Intros_1\05_IvicaZubac\051_IvicaZubac_AUD_F_v00.mov,-,nclc,nclc,10010,3280156384,10160,1600,6.350,CFR,29.970,4104302856,-,-,-,-,-,-,-,-
,,054_IvicaZubac_RIB_F_v00.mov,0,,0,076,054,010,RIB_F,10s,,-,,,,,076_LAC_Intros_1,05_IvicaZubac,\076_LAC_Intros_1\05_IvicaZubac\054_IvicaZubac_RIB_F_v00.mov,-,nclc,nclc,10010,247044758,9504,144,66.000,CFR,29.970,309118138,-,-,-,-,-,-,-,-
,,058_IvicaZubac_SCB_v00.mov,0,,0,076,058,017,SCB,10s,,-,,,,,076_LAC_Intros_1,05_IvicaZubac,\076_LAC_Intros_1\05_IvicaZubac\058_IvicaZubac_SCB_v00.mov,-,nclc,nclc,10010,498454883,1920,1080,1.778,CFR,29.970,623695372,-,-,-,-,-,-,-,-
,06_LandryShamet,061_LandryShamet_AUD_F_v00.mov,0,,0,076,061,001,AUD_F,10s,,-,,,,,076_LAC_Intros_1,06_LandryShamet,\076_LAC_Intros_1\06_LandryShamet\061_LandryShamet_AUD_F_v00.mov,-,nclc,nclc,10010,3324283359,10160,1600,6.350,CFR,29.970,4159516788,-,-,-,-,-,-,-,-
,,064_LandryShamet_RIB_F_v00.mov,0,,0,076,064,010,RIB_F,10s,,-,,,,,076_LAC_Intros_1,06_LandryShamet,\076_LAC_Intros_1\06_LandryShamet\064_LandryShamet_RIB_F_v00.mov,-,nclc,nclc,10010,253064207,9504,144,66.000,CFR,29.970,316649982,-,-,-,-,-,-,-,-
,,068_LandryShamet_SCB_v00.mov,0,,0,076,068,017,SCB,10s,,-,,,,,076_LAC_Intros_1,06_LandryShamet,\076_LAC_Intros_1\06_LandryShamet\068_LandryShamet_SCB_v00.mov,-,nclc,nclc,10010,502245065,1920,1080,1.778,CFR,29.970,628437842,-,-,-,-,-,-,-,-
,07_MarcusMorrisSr,071_MarcusMorrisSr_AUD_F_v00.mov,0,,0,076,071,001,AUD_F,10s,,-,,,,,076_LAC_Intros_1,07_MarcusMorrisSr,\076_LAC_Intros_1\07_MarcusMorrisSr\071_MarcusMorrisSr_AUD_F_v00.mov,-,nclc,nclc,10010,3310795891,10160,1600,6.350,CFR,29.970,4142640577,-,-,-,-,-,-,-,-
,,074_MarcusMorrisSr_RIB_F_v00.mov,0,,0,076,074,010,RIB_F,10s,,-,,,,,076_LAC_Intros_1,07_MarcusMorrisSr,\076_LAC_Intros_1\07_MarcusMorrisSr\074_MarcusMorrisSr_RIB_F_v00.mov,-,nclc,nclc,10010,255653750,9504,144,66.000,CFR,29.970,319890150,-,-,-,-,-,-,-,-
,,078_MarcusMorrisSr_SCB_v00.mov,0,,0,076,078,017,SCB,10s,,-,,,,,076_LAC_Intros_1,07_MarcusMorrisSr,\076_LAC_Intros_1\07_MarcusMorrisSr\078_MarcusMorrisSr_SCB_v00.mov,-,nclc,nclc,10010,510960188,1920,1080,1.778,CFR,29.970,639342651,-,-,-,-,-,-,-,-
,08_ReggieJackson,081_ReggieJackson_AUD_F_v00.mov,0,,0,076,081,001,AUD_F,10s,,-,,,,,076_LAC_Intros_1,08_ReggieJackson,\076_LAC_Intros_1\08_ReggieJackson\081_ReggieJackson_AUD_F_v00.mov,-,nclc,nclc,10010,3284074182,10160,1600,6.350,CFR,29.970,4109205006,-,-,-,-,-,-,-,-
,,084_ReggieJackson_RIB_F_v00.mov,0,,0,076,084,010,RIB_F,10s,,-,,,,,076_LAC_Intros_1,08_ReggieJackson,\076_LAC_Intros_1\08_ReggieJackson\084_ReggieJackson_RIB_F_v00.mov,-,nclc,nclc,10010,251789584,9504,144,66.000,CFR,29.970,315055108,-,-,-,-,-,-,-,-
,,088_ReggieJackson_SCB_v00.mov,0,,0,076,088,017,SCB,10s,,-,,,,,076_LAC_Intros_1,08_ReggieJackson,\076_LAC_Intros_1\08_ReggieJackson\088_ReggieJackson_SCB_v00.mov,-,nclc,nclc,10010,503849316,1920,1080,1.778,CFR,29.970,630445163,-,-,-,-,-,-,-,-
,09_JoakimNoah,091_JoakimNoah_AUD_F_v00.mov,0,,0,076,091,001,AUD_F,10s,,-,,,,,076_LAC_Intros_1,09_JoakimNoah,\076_LAC_Intros_1\09_JoakimNoah\091_JoakimNoah_AUD_F_v00.mov,-,nclc,nclc,10010,3277226185,10160,1600,6.350,CFR,29.970,4100636440,-,-,-,-,-,-,-,-
,,094_JoakimNoah_RIB_F_v00.mov,0,,0,076,094,010,RIB_F,10s,,-,,,,,076_LAC_Intros_1,09_JoakimNoah,\076_LAC_Intros_1\09_JoakimNoah\094_JoakimNoah_RIB_F_v00.mov,-,nclc,nclc,10010,248811371,9504,144,66.000,CFR,29.970,311328615,-,-,-,-,-,-,-,-
,,098_JoakimNoah_SCB_v00.mov,0,,0,076,098,017,SCB,10s,,-,,,,,076_LAC_Intros_1,09_JoakimNoah,\076_LAC_Intros_1\09_JoakimNoah\098_JoakimNoah_SCB_v00.mov,-,nclc,nclc,10010,544266412,1920,1080,1.778,CFR,29.970,681017105,-,-,-,-,-,-,-,-
,10_JaMychalGreen,101_JamychalGreen_AUD_F_v00.mov,0,,0,076,101,001,AUD_F,10s,,-,,,,,076_LAC_Intros_1,10_JaMychalGreen,\076_LAC_Intros_1\10_JaMychalGreen\101_JamychalGreen_AUD_F_v00.mov,-,nclc,nclc,10010,3353131917,10160,1600,6.350,CFR,29.970,4195613583,-,-,-,-,-,-,-,-
,,104_JamychalGreen_RIB_F_v00.mov,0,,0,076,104,010,RIB_F,10s,,-,,,,,076_LAC_Intros_1,10_JaMychalGreen,\076_LAC_Intros_1\10_JaMychalGreen\104_JamychalGreen_RIB_F_v00.mov,-,nclc,nclc,10010,250740674,9504,144,66.000,CFR,29.970,313742658,-,-,-,-,-,-,-,-
,,108_JamychalGreen_SCB_v00.mov,0,,0,076,108,017,SCB,10s,,-,,,,,076_LAC_Intros_1,10_JaMychalGreen,\076_LAC_Intros_1\10_JaMychalGreen\108_JamychalGreen_SCB_v00.mov,-,nclc,nclc,10010,475444692,1920,1080,1.778,CFR,29.970,594903842,-,-,-,-,-,-,-,-
,11_RodneyMcGruder,111_RodneyMcGruder_AUD_F_v00.mov,0,,0,076,111,001,AUD_F,10s,,-,,,,,076_LAC_Intros_1,11_RodneyMcGruder,\076_LAC_Intros_1\11_RodneyMcGruder\111_RodneyMcGruder_AUD_F_v00.mov,-,nclc,nclc,10010,3320891054,10160,1600,6.350,CFR,29.970,4155272163,-,-,-,-,-,-,-,-
,,114_RodneyMcGruder_RIB_F_v00.mov,0,,0,076,114,010,RIB_F,10s,,-,,,,,076_LAC_Intros_1,11_RodneyMcGruder,\076_LAC_Intros_1\11_RodneyMcGruder\114_RodneyMcGruder_RIB_F_v00.mov,-,nclc,nclc,10010,249117697,9504,144,66.000,CFR,29.970,311711906,-,-,-,-,-,-,-,-
,,118_RodneyMcGruder_SCB_v00.mov,0,,0,076,118,017,SCB,10s,,-,,,,,076_LAC_Intros_1,11_RodneyMcGruder,\076_LAC_Intros_1\11_RodneyMcGruder\118_RodneyMcGruder_SCB_v00.mov,-,nclc,nclc,10010,493316116,1920,1080,1.778,CFR,29.970,617265483,-,-,-,-,-,-,-,-
,12_PatrickPatterson,121_PatrickPatterson_AUD_F_v00.mov,0,,0,076,121,001,AUD_F,10s,,-,,,,,076_LAC_Intros_1,12_PatrickPatterson,\076_LAC_Intros_1\12_PatrickPatterson\121_PatrickPatterson_AUD_F_v00.mov,-,nclc,nclc,10010,3330803454,10160,1600,6.350,CFR,29.970,4167675066,-,-,-,-,-,-,-,-
,,124_PatrickPatterson_RIB_F_v00.mov,0,,0,076,124,010,RIB_F,10s,,-,,,,,076_LAC_Intros_1,12_PatrickPatterson,\076_LAC_Intros_1\12_PatrickPatterson\124_PatrickPatterson_RIB_F_v00.mov,-,nclc,nclc,10010,255035973,9504,144,66.000,CFR,29.970,319117156,-,-,-,-,-,-,-,-
,,128_PatrickPatterson_SCB_v00.mov,0,,0,076,128,017,SCB,10s,,-,,,,,076_LAC_Intros_1,12_PatrickPatterson,\076_LAC_Intros_1\12_PatrickPatterson\128_PatrickPatterson_SCB_v00.mov,-,nclc,nclc,10010,498134310,1920,1080,1.778,CFR,29.970,623294255,-,-,-,-,-,-,-,-
,13_TeranceMann,131_TeranceMann_AUD_F_v00.mov,0,,0,076,131,001,AUD_F,10s,,-,,,,,076_LAC_Intros_1,13_TeranceMann,\076_LAC_Intros_1\13_TeranceMann\131_TeranceMann_AUD_F_v00.mov,-,nclc,nclc,10010,3359602407,10160,1600,6.350,CFR,29.970,4203709791,-,-,-,-,-,-,-,-
,,134_TeranceMann_RIB_F_v00.mov,0,,0,076,134,010,RIB_F,10s,,-,,,,,076_LAC_Intros_1,13_TeranceMann,\076_LAC_Intros_1\13_TeranceMann\134_TeranceMann_RIB_F_v00.mov,-,nclc,nclc,10010,257643224,9504,144,66.000,CFR,29.970,322379483,-,-,-,-,-,-,-,-
,,138_TeranceMann_SCB_v00.mov,0,,0,076,138,017,SCB,10s,,-,,,,,076_LAC_Intros_1,13_TeranceMann,\076_LAC_Intros_1\13_TeranceMann\138_TeranceMann_SCB_v00.mov,-,nclc,nclc,10010,471388520,1920,1080,1.778,CFR,29.970,589828552,-,-,-,-,-,-,-,-
,14_MfionduKabengele,141_MfionduKabengele_AUD_F_v00.mov,0,,0,076,141,001,AUD_F,10s,,-,,,,,076_LAC_Intros_1,14_MfionduKabengele,\076_LAC_Intros_1\14_MfionduKabengele\141_MfionduKabengele_AUD_F_v00.mov,-,nclc,nclc,10010,3390158081,10160,1600,6.350,CFR,29.970,4241942617,-,-,-,-,-,-,-,-
,,144_MfionduKabengele_RIB_F_v00.mov,0,,0,076,144,010,RIB_F,10s,,-,,,,,076_LAC_Intros_1,14_MfionduKabengele,\076_LAC_Intros_1\14_MfionduKabengele\144_MfionduKabengele_RIB_F_v00.mov,-,nclc,nclc,10010,251824632,9504,144,66.000,CFR,29.970,315098962,-,-,-,-,-,-,-,-
,,148_MfionduKabengele_SCB_v00.mov,0,,0,076,148,017,SCB,10s,,-,,,,,076_LAC_Intros_1,14_MfionduKabengele,\076_LAC_Intros_1\14_MfionduKabengele\148_MfionduKabengele_SCB_v00.mov,-,nclc,nclc,10010,477725832,1920,1080,1.778,CFR,29.970,597758141,-,-,-,-,-,-,-,-
,15_JohnathanMotley,151_JohnathanMotley_AUD_F_v00.mov,0,,0,076,151,001,AUD_F,10s,,-,,,,,076_LAC_Intros_1,15_JohnathanMotley,\076_LAC_Intros_1\15_JohnathanMotley\151_JohnathanMotley_AUD_F_v00.mov,-,nclc,nclc,10010,3321448253,10160,1600,6.350,CFR,29.970,4155969358,-,-,-,-,-,-,-,-
,,154_JohnathanMotley_RIB_F_v00.mov,0,,0,076,154,010,RIB_F,10s,,-,,,,,076_LAC_Intros_1,15_JohnathanMotley,\076_LAC_Intros_1\15_JohnathanMotley\154_JohnathanMotley_RIB_F_v00.mov,-,nclc,nclc,10010,255133478,9504,144,66.000,CFR,29.970,319239160,-,-,-,-,-,-,-,-
,,158_JohnathanMotley_SCB_v00.mov,0,,0,076,158,017,SCB,10s,,-,,,,,076_LAC_Intros_1,15_JohnathanMotley,\076_LAC_Intros_1\15_JohnathanMotley\158_JohnathanMotley_SCB_v00.mov,-,nclc,nclc,10010,529009474,1920,1080,1.778,CFR,29.970,661926842,-,-,-,-,-,-,-,-
,16_AmirCoffey,161_AmirCoffey_AUD_F_v00.mov,0,,0,076,161,001,AUD_F,10s,,-,,,,,076_LAC_Intros_1,16_AmirCoffey,\076_LAC_Intros_1\16_AmirCoffey\161_AmirCoffey_AUD_F_v00.mov,-,nclc,nclc,10010,3262693982,10160,1600,6.350,CFR,29.970,4082453004,-,-,-,-,-,-,-,-
,,164_AmirCoffey_RIB_F_v00.mov,0,,0,076,164,010,RIB_F,10s,,-,,,,,076_LAC_Intros_1,16_AmirCoffey,\076_LAC_Intros_1\16_AmirCoffey\164_AmirCoffey_RIB_F_v00.mov,-,nclc,nclc,10010,251409260,9504,144,66.000,CFR,29.970,314579227,-,-,-,-,-,-,-,-
,,168_AmirCoffey_SCB_v00.mov,0,,0,076,168,017,SCB,10s,,-,,,,,076_LAC_Intros_1,16_AmirCoffey,\076_LAC_Intros_1\16_AmirCoffey\168_AmirCoffey_SCB_v00.mov,-,nclc,nclc,10010,522019073,1920,1080,1.778,CFR,29.970,653180094,-,-,-,-,-,-,-,-
,17_DocRivers,171_DocRivers_AUD_F_v00.mov,0,,0,076,171,001,AUD_F,10s,,-,,,,,076_LAC_Intros_1,17_DocRivers,\076_LAC_Intros_1\17_DocRivers\171_DocRivers_AUD_F_v00.mov,-,nclc,nclc,10010,3347625777,10160,1600,6.350,CFR,29.970,4188724018,-,-,-,-,-,-,-,-
,,174_DocRivers_RIB_F_v00.mov,0,,0,076,174,010,RIB_F,10s,,-,,,,,076_LAC_Intros_1,17_DocRivers,\076_LAC_Intros_1\17_DocRivers\174_DocRivers_RIB_F_v00.mov,-,nclc,nclc,10010,255373095,9504,144,66.000,CFR,29.970,319538981,-,-,-,-,-,-,-,-
,,178_DocRivers_SCB_v00.mov,,,0,076,178,017,SCB,10s,,-,,,,7/22/2020,076_LAC_Intros_1,17_DocRivers,\076_LAC_Intros_1\17_DocRivers\178_DocRivers_SCB_v00.mov,-,nclc,nclc,10010,472471505,1920,1080,1.778,CFR,29.970,591183638,-,-,-,-,-,-,-,-
077_LAC_Intros_2,,,,,,,,,,,,-,,,,,077_LAC_Intros_2,17_DocRivers,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
078_LAC_Intros_3,,,,,,,,,,,,-,,,,,078_LAC_Intros_3,17_DocRivers,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
079_LAC_CRN_ROTATE,00_Kia,007_Kia_CRN_v03.mov,3,,,079,007,014,CRN,,,-,,,,7/23/2020,079_LAC_CRN_ROTATE,00_Kia,\079_LAC_CRN_ROTATE\00_Kia\007_Kia_CRN_v03.mov,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,01_Cedars,017_Cedars_CRN_v01.mov,1,not delivered 7/23 11:40PM - kh,,079,017,014,CRN,,,-,,,,7/23/2020,079_LAC_CRN_ROTATE,01_Cedars,\079_LAC_CRN_ROTATE\01_Cedars\017_Cedars_CRN_v01.mov,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
